lsoa21cd,msoa21cd,ltla21cd,rgn21cd,lng,lat,population
E01007115,E02001497,E08000015,E12000002,-3.0057,53.3554,1555
E01007116,E02001498,E08000015,E12000002,-3.0236,53.3571,1469
E01007117,E02001501,E08000015,E12000002,-3.0184,53.3521,1634
E01007118,E02001501,E08000015,E12000002,-3.0215,53.3487,1484
E01007119,E02001485,E08000015,E12000002,-3.0829,53.3913,1647
E01007120,E02001477,E08000015,E12000002,-3.0798,53.403,1374
E01007121,E02001477,E08000015,E12000002,-3.0682,53.4041,1479
E01007122,E02001477,E08000015,E12000002,-3.0567,53.4019,1554
E01007123,E02001477,E08000015,E12000002,-3.0637,53.4014,1603
E01007124,E02001477,E08000015,E12000002,-3.0824,53.3986,1687
E01007125,E02001481,E08000015,E12000002,-3.0549,53.3986,1594
E01007127,E02001482,E08000015,E12000002,-3.0324,53.3919,1630
E01007128,E02001482,E08000015,E12000002,-3.0275,53.3888,1690
E01007129,E02001482,E08000015,E12000002,-3.0367,53.388,1448
E01007130,E02001487,E08000015,E12000002,-3.0289,53.385,1789
E01007131,E02001487,E08000015,E12000002,-3.0288,53.3824,1682
E01007133,E02001482,E08000015,E12000002,-3.0341,53.3971,1209
E01007135,E02001505,E08000015,E12000002,-2.9801,53.3338,1563
E01007136,E02001505,E08000015,E12000002,-2.9841,53.3283,1642
E01007137,E02001505,E08000015,E12000002,-2.986,53.3325,1648
E01007138,E02001497,E08000015,E12000002,-2.9947,53.3637,1755
E01007139,E02001497,E08000015,E12000002,-2.9993,53.3634,1609
E01007141,E02001497,E08000015,E12000002,-2.9984,53.3573,1609
E01007142,E02001502,E08000015,E12000002,-2.9875,53.3443,1900
E01007143,E02001502,E08000015,E12000002,-2.9805,53.3438,1973
E01007144,E02001504,E08000015,E12000002,-3.0441,53.3212,1300
E01007145,E02001504,E08000015,E12000002,-2.9994,53.3394,1182
E01007146,E02001504,E08000015,E12000002,-3.0084,53.3395,1452
E01007147,E02001504,E08000015,E12000002,-3.0026,53.3349,1405
E01007148,E02001504,E08000015,E12000002,-2.9958,53.3209,1643
E01007149,E02001507,E08000015,E12000002,-2.9882,53.3182,1461
E01007150,E02001507,E08000015,E12000002,-2.9864,53.3125,1340
E01007151,E02001501,E08000015,E12000002,-3.0121,53.3493,1525
E01007152,E02001502,E08000015,E12000002,-3.0019,53.3485,1590
E01007153,E02001502,E08000015,E12000002,-3.007,53.3468,1488
E01007154,E02001501,E08000015,E12000002,-3.008,53.343,1487
E01007155,E02001486,E08000015,E12000002,-3.0416,53.3885,1693
E01007156,E02001481,E08000015,E12000002,-3.0516,53.3932,1519
E01007157,E02001481,E08000015,E12000002,-3.06,53.3964,1496
E01007158,E02001481,E08000015,E12000002,-3.0582,53.393,1525
E01007159,E02001481,E08000015,E12000002,-3.0733,53.3927,1950
E01007160,E02001486,E08000015,E12000002,-3.048,53.3877,1609
E01007161,E02001485,E08000015,E12000002,-3.0785,53.3864,1543
E01007162,E02001485,E08000015,E12000002,-3.075,53.3827,1451
E01007163,E02001490,E08000015,E12000002,-3.0684,53.3795,2257
E01007164,E02001508,E08000015,E12000002,-2.9604,53.3176,1834
E01007165,E02001507,E08000015,E12000002,-2.9805,53.3117,1207
E01007166,E02001508,E08000015,E12000002,-2.9745,53.3131,1387
E01007167,E02001508,E08000015,E12000002,-2.9696,53.3157,1559
E01007168,E02001508,E08000015,E12000002,-2.9731,53.3069,1662
E01007169,E02001508,E08000015,E12000002,-2.9661,53.3095,1687
E01007170,E02001505,E08000015,E12000002,-2.978,53.3259,1631
E01007171,E02001507,E08000015,E12000002,-2.9762,53.3204,1541
E01007172,E02001507,E08000015,E12000002,-2.9812,53.3185,1424
E01007173,E02001495,E08000015,E12000002,-3.0247,53.3704,1525
E01007174,E02001495,E08000015,E12000002,-3.027,53.373,1701
E01007175,E02001493,E08000015,E12000002,-3.0169,53.3698,1974
E01007176,E02001495,E08000015,E12000002,-3.011,53.3684,1632
E01007177,E02001495,E08000015,E12000002,-3.0318,53.3686,1541
E01007178,E02001495,E08000015,E12000002,-3.0142,53.3655,1587
E01007179,E02001487,E08000015,E12000002,-3.0296,53.3797,1284
E01007180,E02001488,E08000015,E12000002,-3.0305,53.3767,1542
E01007181,E02001488,E08000015,E12000002,-3.0361,53.375,1512
E01007182,E02001503,E08000015,E12000002,-3.1037,53.3303,1526
E01007183,E02001500,E08000015,E12000002,-3.0915,53.3442,1253
E01007184,E02001503,E08000015,E12000002,-3.099,53.3342,1452
E01007185,E02001503,E08000015,E12000002,-3.0933,53.3307,1595
E01007186,E02001506,E08000015,E12000002,-3.0758,53.3289,1489
E01007187,E02001506,E08000015,E12000002,-3.1159,53.3282,1454
E01007188,E02001506,E08000015,E12000002,-3.0854,53.3292,1470
E01007189,E02001506,E08000015,E12000002,-3.0891,53.3243,1548
E01007190,E02001506,E08000015,E12000002,-3.1022,53.3206,1515
E01007191,E02001506,E08000015,E12000002,-3.0844,53.3176,1363
E01007192,E02001503,E08000015,E12000002,-3.1049,53.3385,1311
E01007193,E02001480,E08000015,E12000002,-3.1829,53.3905,1644
E01007194,E02001480,E08000015,E12000002,-3.1799,53.3947,1484
E01007195,E02001479,E08000015,E12000002,-3.1522,53.397,1605
E01007196,E02001492,E08000015,E12000002,-3.1832,53.3766,1586
E01007197,E02001492,E08000015,E12000002,-3.1769,53.3746,1637
E01007198,E02001492,E08000015,E12000002,-3.183,53.3708,1587
E01007199,E02001479,E08000015,E12000002,-3.156,53.4033,1502
E01007200,E02001480,E08000015,E12000002,-3.1638,53.4002,1619
E01007201,E02001480,E08000015,E12000002,-3.1751,53.3973,1464
E01007202,E02001480,E08000015,E12000002,-3.1724,53.3948,1375
E01007203,E02001472,E08000015,E12000002,-3.108,53.4142,1927
E01007204,E02001475,E08000015,E12000002,-3.0915,53.4151,1723
E01007205,E02001472,E08000015,E12000002,-3.0999,53.4143,1621
E01007206,E02001475,E08000015,E12000002,-3.0999,53.4058,1845
E01007207,E02001475,E08000015,E12000002,-3.1089,53.4057,1407
E01007208,E02001478,E08000015,E12000002,-3.1051,53.4017,1664
E01007209,E02001475,E08000015,E12000002,-3.0992,53.3987,1416
E01007210,E02001472,E08000015,E12000002,-3.0872,53.4166,2020
E01007211,E02001470,E08000015,E12000002,-3.0587,53.4179,1162
E01007212,E02001473,E08000015,E12000002,-3.0498,53.4169,1439
E01007213,E02001473,E08000015,E12000002,-3.0542,53.4159,1474
E01007214,E02001473,E08000015,E12000002,-3.0444,53.4167,1544
E01007215,E02001471,E08000015,E12000002,-3.0292,53.4216,1471
E01007216,E02001471,E08000015,E12000002,-3.0397,53.421,1548
E01007217,E02001473,E08000015,E12000002,-3.0465,53.4208,1675
E01007218,E02001468,E08000015,E12000002,-3.0351,53.4217,1522
E01007219,E02001471,E08000015,E12000002,-3.0355,53.4185,1495
E01007220,E02001471,E08000015,E12000002,-3.0306,53.4194,1394
E01007221,E02001478,E08000015,E12000002,-3.1184,53.3997,1472
E01007222,E02001479,E08000015,E12000002,-3.1288,53.399,1526
E01007223,E02001479,E08000015,E12000002,-3.1337,53.4024,1409
E01007224,E02001483,E08000015,E12000002,-3.1264,53.3947,1445
E01007225,E02001478,E08000015,E12000002,-3.1072,53.3965,2098
E01007226,E02001483,E08000015,E12000002,-3.1158,53.3953,1577
E01007227,E02001478,E08000015,E12000002,-3.1169,53.4047,1523
E01007228,E02001478,E08000015,E12000002,-3.1261,53.4043,1399
E01007229,E02001467,E08000015,E12000002,-3.0459,53.4326,1653
E01007230,E02001467,E08000015,E12000002,-3.0384,53.4348,1240
E01007231,E02001467,E08000015,E12000002,-3.0458,53.4361,1554
E01007232,E02001468,E08000015,E12000002,-3.0351,53.4275,1564
E01007233,E02001468,E08000015,E12000002,-3.0426,53.4299,1702
E01007234,E02001468,E08000015,E12000002,-3.0366,53.4307,1498
E01007235,E02001470,E08000015,E12000002,-3.049,53.4274,1513
E01007236,E02001468,E08000015,E12000002,-3.0397,53.4258,1319
E01007237,E02001467,E08000015,E12000002,-3.0521,53.4365,1595
E01007238,E02001467,E08000015,E12000002,-3.0409,53.4386,1551
E01007239,E02001488,E08000015,E12000002,-3.0378,53.3834,1652
E01007240,E02001486,E08000015,E12000002,-3.0506,53.3851,1609
E01007241,E02001486,E08000015,E12000002,-3.0584,53.382,1368
E01007242,E02001486,E08000015,E12000002,-3.048,53.3805,1667
E01007243,E02001488,E08000015,E12000002,-3.0408,53.3778,1536
E01007244,E02001488,E08000015,E12000002,-3.0357,53.3803,2153
E01007245,E02001490,E08000015,E12000002,-3.0565,53.3748,1446
E01007246,E02001490,E08000015,E12000002,-3.0612,53.3768,1396
E01007247,E02001490,E08000015,E12000002,-3.0659,53.3738,1636
E01007248,E02001496,E08000015,E12000002,-3.0428,53.3721,1485
E01007249,E02001491,E08000015,E12000002,-3.0857,53.3726,1303
E01007250,E02001496,E08000015,E12000002,-3.0546,53.3703,1366
E01007251,E02001491,E08000015,E12000002,-3.092,53.372,1092
E01007252,E02001490,E08000015,E12000002,-3.0639,53.369,1473
E01007253,E02001496,E08000015,E12000002,-3.0555,53.3663,1589
E01007254,E02001496,E08000015,E12000002,-3.0472,53.3682,1616
E01007255,E02001500,E08000015,E12000002,-3.0871,53.3549,1517
E01007256,E02001500,E08000015,E12000002,-3.0932,53.3528,1540
E01007257,E02001491,E08000015,E12000002,-3.0897,53.3763,1295
E01007258,E02001494,E08000015,E12000002,-3.1527,53.374,1400
E01007259,E02001489,E08000015,E12000002,-3.119,53.3751,1190
E01007260,E02001494,E08000015,E12000002,-3.1638,53.3735,1561
E01007261,E02001489,E08000015,E12000002,-3.1263,53.3724,1320
E01007262,E02001494,E08000015,E12000002,-3.1593,53.3697,1496
E01007263,E02001492,E08000015,E12000002,-3.1687,53.3774,1446
E01007264,E02001489,E08000015,E12000002,-3.1235,53.3808,1348
E01007265,E02001483,E08000015,E12000002,-3.1126,53.3837,1346
E01007266,E02001489,E08000015,E12000002,-3.1101,53.377,1510
E01007267,E02001489,E08000015,E12000002,-3.1167,53.3804,1415
E01007268,E02001489,E08000015,E12000002,-3.1287,53.3767,1292
E01007269,E02001476,E08000015,E12000002,-3.0354,53.4098,1708
E01007270,E02001476,E08000015,E12000002,-3.047,53.4109,1743
E01007271,E02001476,E08000015,E12000002,-3.0379,53.4122,1588
E01007272,E02001474,E08000015,E12000002,-3.0294,53.4123,1421
E01007273,E02001474,E08000015,E12000002,-3.0225,53.4089,1313
E01007274,E02001474,E08000015,E12000002,-3.0199,53.4109,1367
E01007275,E02001471,E08000015,E12000002,-3.0309,53.4146,1430
E01007276,E02001473,E08000015,E12000002,-3.0389,53.4134,1486
E01007277,E02001474,E08000015,E12000002,-3.0254,53.4158,1388
E01007278,E02001474,E08000015,E12000002,-3.0253,53.413,1465
E01007279,E02001500,E08000015,E12000002,-3.0979,53.3429,1574
E01007280,E02001499,E08000015,E12000002,-3.1136,53.3575,1693
E01007281,E02001494,E08000015,E12000002,-3.1742,53.3653,1341
E01007282,E02001492,E08000015,E12000002,-3.181,53.3673,1324
E01007283,E02001494,E08000015,E12000002,-3.1613,53.3575,1229
E01007284,E02001499,E08000015,E12000002,-3.1236,53.3562,1633
E01007285,E02001499,E08000015,E12000002,-3.1151,53.3487,1445
E01007286,E02001500,E08000015,E12000002,-3.1006,53.3536,1450
E01007287,E02001499,E08000015,E12000002,-3.1,53.3489,1834
E01007288,E02001503,E08000015,E12000002,-3.1066,53.3433,1638
E01007289,E02001497,E08000015,E12000002,-3.0035,53.3661,1629
E01007290,E02001493,E08000015,E12000002,-3.0033,53.3707,1963
E01007291,E02001487,E08000015,E12000002,-3.0211,53.3843,1632
E01007292,E02001487,E08000015,E12000002,-3.0219,53.3809,1551
E01007293,E02001493,E08000015,E12000002,-3.0156,53.3776,1609
E01007294,E02001487,E08000015,E12000002,-3.0223,53.3765,1438
E01007295,E02001493,E08000015,E12000002,-3.0102,53.3721,1690
E01007296,E02001493,E08000015,E12000002,-3.0171,53.3747,1702
E01007297,E02001484,E08000015,E12000002,-3.1048,53.3915,1488
E01007298,E02001484,E08000015,E12000002,-3.0948,53.388,1517
E01007299,E02001483,E08000015,E12000002,-3.117,53.3873,1277
E01007300,E02001485,E08000015,E12000002,-3.0906,53.3814,2260
E01007301,E02001484,E08000015,E12000002,-3.1058,53.387,1563
E01007302,E02001484,E08000015,E12000002,-3.0981,53.3815,1926
E01007303,E02001491,E08000015,E12000002,-3.0855,53.3779,1491
E01007304,E02001491,E08000015,E12000002,-3.079,53.3735,1551
E01007305,E02001484,E08000015,E12000002,-3.0936,53.3928,1575
E01007306,E02001483,E08000015,E12000002,-3.117,53.3907,1556
E01007307,E02001469,E08000015,E12000002,-3.058,53.4324,1683
E01007308,E02001469,E08000015,E12000002,-3.0665,53.4294,1410
E01007309,E02001472,E08000015,E12000002,-3.0732,53.4261,1478
E01007310,E02001470,E08000015,E12000002,-3.0539,53.4305,1317
E01007311,E02001470,E08000015,E12000002,-3.0581,53.4259,1397
E01007312,E02001469,E08000015,E12000002,-3.0628,53.4211,1474
E01007313,E02001469,E08000015,E12000002,-3.0665,53.4239,1561
E01007314,E02001470,E08000015,E12000002,-3.0521,53.4259,1418
E01007315,E02001469,E08000015,E12000002,-3.0723,53.4224,1486
E01007316,E02001470,E08000015,E12000002,-3.055,53.4215,1491
E01007317,E02001526,E08000016,E12000003,-1.449,53.54,1521
E01007318,E02001526,E08000016,E12000003,-1.4552,53.5436,1592
E01007319,E02001523,E08000016,E12000003,-1.4264,53.5432,1426
E01007320,E02001526,E08000016,E12000003,-1.4474,53.5448,1712
E01007321,E02001523,E08000016,E12000003,-1.4239,53.547,1410
E01007322,E02001523,E08000016,E12000003,-1.4499,53.5474,2117
E01007323,E02001515,E08000016,E12000003,-1.4796,53.5868,1539
E01007324,E02001515,E08000016,E12000003,-1.479,53.5809,1645
E01007325,E02001515,E08000016,E12000003,-1.4741,53.5832,1630
E01007326,E02001515,E08000016,E12000003,-1.4706,53.5774,1696
E01007327,E02001515,E08000016,E12000003,-1.4637,53.5773,1670
E01007328,E02001514,E08000016,E12000003,-1.3798,53.5848,2102
E01007329,E02001511,E08000016,E12000003,-1.4107,53.5962,1576
E01007330,E02001514,E08000016,E12000003,-1.3817,53.5949,1773
E01007331,E02001511,E08000016,E12000003,-1.4066,53.5921,1819
E01007332,E02001514,E08000016,E12000003,-1.3796,53.5765,2418
E01007333,E02001514,E08000016,E12000003,-1.3714,53.573,1487
E01007334,E02001517,E08000016,E12000003,-1.4635,53.5635,1297
E01007335,E02001517,E08000016,E12000003,-1.4596,53.5608,1404
E01007336,E02001521,E08000016,E12000003,-1.4782,53.5571,1509
E01007337,E02001523,E08000016,E12000003,-1.4702,53.5507,1813
E01007338,E02001525,E08000016,E12000003,-1.4766,53.5472,1580
E01007339,E02001525,E08000016,E12000003,-1.4706,53.5466,1479
E01007340,E02001521,E08000016,E12000003,-1.4832,53.5466,1877
E01007341,E02001516,E08000016,E12000003,-1.4069,53.5656,1292
E01007342,E02001511,E08000016,E12000003,-1.4111,53.586,1264
E01007343,E02001511,E08000016,E12000003,-1.4135,53.5823,1461
E01007344,E02001519,E08000016,E12000003,-1.4315,53.5707,2626
E01007345,E02001516,E08000016,E12000003,-1.4135,53.5774,1602
E01007346,E02001516,E08000016,E12000003,-1.4183,53.5726,1593
E01007347,E02001516,E08000016,E12000003,-1.412,53.569,1806
E01007348,E02001528,E08000016,E12000003,-1.3795,53.5396,1489
E01007349,E02001528,E08000016,E12000003,-1.3461,53.5482,1564
E01007350,E02001528,E08000016,E12000003,-1.3871,53.5374,1109
E01007351,E02001528,E08000016,E12000003,-1.37,53.5362,1724
E01007352,E02001528,E08000016,E12000003,-1.3802,53.5355,1469
E01007353,E02001528,E08000016,E12000003,-1.3795,53.5319,1694
E01007354,E02001528,E08000016,E12000003,-1.3505,53.5553,1641
E01007355,E02001513,E08000016,E12000003,-1.5158,53.5883,1436
E01007356,E02001512,E08000016,E12000003,-1.5012,53.5905,1438
E01007357,E02001512,E08000016,E12000003,-1.508,53.5888,1410
E01007358,E02001513,E08000016,E12000003,-1.522,53.5865,1401
E01007359,E02001513,E08000016,E12000003,-1.5411,53.585,1441
E01007360,E02001513,E08000016,E12000003,-1.5445,53.583,1491
E01007361,E02001512,E08000016,E12000003,-1.5069,53.5842,1922
E01007362,E02001512,E08000016,E12000003,-1.4969,53.5832,2137
E01007363,E02001512,E08000016,E12000003,-1.5136,53.5924,1631
E01007364,E02001533,E08000016,E12000003,-1.3228,53.5219,1408
E01007365,E02001533,E08000016,E12000003,-1.3147,53.5233,1210
E01007366,E02001533,E08000016,E12000003,-1.3127,53.5177,2263
E01007367,E02001533,E08000016,E12000003,-1.3286,53.5179,1149
E01007368,E02001533,E08000016,E12000003,-1.3231,53.5171,1733
E01007369,E02001530,E08000016,E12000003,-1.2989,53.5327,2032
E01007370,E02001530,E08000016,E12000003,-1.304,53.5305,1790
E01007371,E02001530,E08000016,E12000003,-1.3147,53.5303,1898
E01007372,E02001522,E08000016,E12000003,-1.3126,53.5486,1695
E01007373,E02001522,E08000016,E12000003,-1.302,53.5459,1731
E01007374,E02001522,E08000016,E12000003,-1.3239,53.5449,1329
E01007375,E02001522,E08000016,E12000003,-1.3149,53.5422,1733
E01007376,E02001530,E08000016,E12000003,-1.3069,53.5345,1451
E01007377,E02001522,E08000016,E12000003,-1.3035,53.5497,1406
E01007378,E02001522,E08000016,E12000003,-1.3185,53.5482,1625
E01007379,E02001520,E08000016,E12000003,-1.531,53.5623,1449
E01007380,E02001520,E08000016,E12000003,-1.5111,53.5627,1846
E01007381,E02001520,E08000016,E12000003,-1.5048,53.5644,2077
E01007382,E02001527,E08000016,E12000003,-1.5247,53.5454,1598
E01007383,E02001527,E08000016,E12000003,-1.5175,53.5435,1319
E01007384,E02001527,E08000016,E12000003,-1.5266,53.5407,1677
E01007385,E02001527,E08000016,E12000003,-1.5148,53.5377,1382
E01007386,E02001513,E08000016,E12000003,-1.5312,53.579,1805
E01007387,E02001520,E08000016,E12000003,-1.5282,53.5693,1393
E01007388,E02001537,E08000016,E12000003,-1.4247,53.4982,1728
E01007389,E02001538,E08000016,E12000003,-1.4393,53.497,1335
E01007390,E02001538,E08000016,E12000003,-1.4511,53.4981,1476
E01007391,E02001538,E08000016,E12000003,-1.4445,53.4987,1512
E01007392,E02001538,E08000016,E12000003,-1.4393,53.5062,1501
E01007393,E02001537,E08000016,E12000003,-1.4323,53.5011,1813
E01007394,E02001537,E08000016,E12000003,-1.4208,53.5002,1375
E01007395,E02001538,E08000016,E12000003,-1.4471,53.5048,2091
E01007396,E02001536,E08000016,E12000003,-1.4613,53.4967,1566
E01007397,E02001536,E08000016,E12000003,-1.4578,53.4992,1536
E01007398,E02001536,E08000016,E12000003,-1.4786,53.5136,1635
E01007399,E02001536,E08000016,E12000003,-1.4796,53.5046,2005
E01007400,E02001517,E08000016,E12000003,-1.4594,53.5667,2294
E01007402,E02001519,E08000016,E12000003,-1.4368,53.5631,1975
E01007403,E02001519,E08000016,E12000003,-1.4364,53.5575,1454
E01007404,E02001517,E08000016,E12000003,-1.4486,53.5636,1308
E01007405,E02001519,E08000016,E12000003,-1.445,53.5573,1922
E01007406,E02001517,E08000016,E12000003,-1.4454,53.5718,1676
E01007408,E02001518,E08000016,E12000003,-1.4957,53.5608,1441
E01007409,E02001518,E08000016,E12000003,-1.4875,53.5596,1461
E01007410,E02001518,E08000016,E12000003,-1.4795,53.562,1773
E01007411,E02001515,E08000016,E12000003,-1.4837,53.5788,1485
E01007413,E02001525,E08000016,E12000003,-1.4796,53.5426,1454
E01007414,E02001525,E08000016,E12000003,-1.4716,53.5427,2261
E01007415,E02001521,E08000016,E12000003,-1.4887,53.5451,1507
E01007416,E02001526,E08000016,E12000003,-1.4588,53.5406,1406
E01007417,E02001521,E08000016,E12000003,-1.4871,53.5486,1847
E01007418,E02001524,E08000016,E12000003,-1.5731,53.5669,1285
E01007419,E02001524,E08000016,E12000003,-1.5602,53.5352,1571
E01007420,E02001524,E08000016,E12000003,-1.5666,53.548,1390
E01007421,E02001535,E08000016,E12000003,-1.5401,53.4974,1377
E01007422,E02001535,E08000016,E12000003,-1.5967,53.5139,1541
E01007423,E02001535,E08000016,E12000003,-1.5643,53.5067,1651
E01007424,E02001536,E08000016,E12000003,-1.488,53.498,1929
E01007425,E02001524,E08000016,E12000003,-1.6111,53.5398,1842
E01007426,E02001535,E08000016,E12000003,-1.684,53.5374,1925
E01007427,E02001532,E08000016,E12000003,-1.6645,53.5253,1675
E01007428,E02001532,E08000016,E12000003,-1.6395,53.5274,1517
E01007429,E02001532,E08000016,E12000003,-1.6295,53.5233,1441
E01007430,E02001532,E08000016,E12000003,-1.6211,53.5234,2837
E01007431,E02001532,E08000016,E12000003,-1.6355,53.5174,1382
E01007432,E02001532,E08000016,E12000003,-1.6306,53.5203,1691
E01007433,E02001510,E08000016,E12000003,-1.442,53.5972,1655
E01007434,E02001509,E08000016,E12000003,-1.4526,53.6007,2464
E01007435,E02001509,E08000016,E12000003,-1.4625,53.5964,1613
E01007436,E02001510,E08000016,E12000003,-1.4523,53.591,1389
E01007437,E02001510,E08000016,E12000003,-1.4531,53.5865,1401
E01007438,E02001509,E08000016,E12000003,-1.4584,53.6024,1430
E01007439,E02001509,E08000016,E12000003,-1.4676,53.6,1451
E01007440,E02001510,E08000016,E12000003,-1.4443,53.601,1477
E01007441,E02001521,E08000016,E12000003,-1.4939,53.5564,1524
E01007442,E02001520,E08000016,E12000003,-1.5118,53.5523,1452
E01007443,E02001521,E08000016,E12000003,-1.4905,53.5529,2253
E01007444,E02001520,E08000016,E12000003,-1.5037,53.5503,2166
E01007445,E02001521,E08000016,E12000003,-1.4926,53.5478,1574
E01007446,E02001520,E08000016,E12000003,-1.5034,53.557,1278
E01007447,E02001531,E08000016,E12000003,-1.414,53.5257,1718
E01007448,E02001531,E08000016,E12000003,-1.406,53.5258,2255
E01007449,E02001531,E08000016,E12000003,-1.39,53.5305,1735
E01007450,E02001531,E08000016,E12000003,-1.4175,53.5305,2022
E01007451,E02001534,E08000016,E12000003,-1.3999,53.5192,1850
E01007452,E02001534,E08000016,E12000003,-1.4125,53.5176,1659
E01007453,E02001534,E08000016,E12000003,-1.4097,53.5211,1684
E01007455,E02001534,E08000016,E12000003,-1.3905,53.5147,1406
E01007456,E02001537,E08000016,E12000003,-1.4095,53.5079,1752
E01007457,E02001537,E08000016,E12000003,-1.4266,53.5069,1784
E01007458,E02001529,E08000016,E12000003,-1.4567,53.5309,1467
E01007459,E02001529,E08000016,E12000003,-1.4755,53.5315,1513
E01007460,E02001529,E08000016,E12000003,-1.4764,53.5373,1440
E01007461,E02001529,E08000016,E12000003,-1.4621,53.5345,1710
E01007462,E02001529,E08000016,E12000003,-1.4529,53.534,1566
E01007463,E02001529,E08000016,E12000003,-1.4678,53.531,1738
E01007464,E02001547,E08000017,E12000003,-1.1914,53.5683,1464
E01007465,E02001547,E08000017,E12000003,-1.2039,53.5717,1866
E01007466,E02001547,E08000017,E12000003,-1.2015,53.5658,1987
E01007467,E02001547,E08000017,E12000003,-1.1909,53.5637,1505
E01007468,E02001543,E08000017,E12000003,-1.2087,53.5898,1216
E01007469,E02001543,E08000017,E12000003,-1.1986,53.5891,1259
E01007470,E02001543,E08000017,E12000003,-1.1922,53.5884,1358
E01007471,E02001547,E08000017,E12000003,-1.1889,53.5729,1378
E01007472,E02001543,E08000017,E12000003,-1.1844,53.5868,1377
E01007473,E02001543,E08000017,E12000003,-1.1783,53.5862,1421
E01007474,E02001543,E08000017,E12000003,-1.1892,53.5836,1192
E01007475,E02001549,E08000017,E12000003,-1.0617,53.5538,1429
E01007476,E02001549,E08000017,E12000003,-1.0674,53.5546,1804
E01007477,E02001549,E08000017,E12000003,-1.0733,53.5543,1391
E01007478,E02001549,E08000017,E12000003,-1.0687,53.5402,1629
E01007479,E02001552,E08000017,E12000003,-1.0473,53.5406,1514
E01007480,E02001552,E08000017,E12000003,-1.055,53.5406,1495
E01007482,E02001552,E08000017,E12000003,-1.0527,53.537,1352
E01007483,E02001555,E08000017,E12000003,-1.0582,53.5309,1304
E01007484,E02001555,E08000017,E12000003,-1.0451,53.5343,1309
E01007485,E02001555,E08000017,E12000003,-1.0443,53.5293,1388
E01007486,E02001555,E08000017,E12000003,-1.0508,53.5315,1223
E01007487,E02001540,E08000017,E12000003,-1.1768,53.6219,1562
E01007488,E02001540,E08000017,E12000003,-1.119,53.6155,1628
E01007489,E02001540,E08000017,E12000003,-1.1517,53.6187,2091
E01007490,E02001540,E08000017,E12000003,-1.1662,53.6132,1705
E01007491,E02001540,E08000017,E12000003,-1.1596,53.6119,1665
E01007492,E02001540,E08000017,E12000003,-1.1428,53.6147,1604
E01007493,E02001540,E08000017,E12000003,-1.177,53.6319,1719
E01007494,E02001561,E08000017,E12000003,-1.156,53.5072,1506
E01007495,E02001566,E08000017,E12000003,-1.1516,53.5037,1733
E01007496,E02001567,E08000017,E12000003,-1.1638,53.5046,1607
E01007497,E02001567,E08000017,E12000003,-1.1678,53.502,1326
E01007498,E02001567,E08000017,E12000003,-1.1568,53.5003,1539
E01007499,E02001567,E08000017,E12000003,-1.1616,53.4989,1401
E01007500,E02001566,E08000017,E12000003,-1.1444,53.5001,1260
E01007501,E02001567,E08000017,E12000003,-1.1677,53.4973,1294
E01007503,E02001567,E08000017,E12000003,-1.1563,53.492,1526
E01007504,E02001547,E08000017,E12000003,-1.1836,53.5613,1387
E01007505,E02001551,E08000017,E12000003,-1.1271,53.5539,1579
E01007506,E02001548,E08000017,E12000003,-1.1414,53.5563,1782
E01007507,E02001547,E08000017,E12000003,-1.1857,53.5555,1275
E01007508,E02001548,E08000017,E12000003,-1.1421,53.5502,1538
E01007509,E02001548,E08000017,E12000003,-1.1482,53.5535,1647
E01007510,E02001548,E08000017,E12000003,-1.149,53.5462,1503
E01007511,E02001548,E08000017,E12000003,-1.1545,53.5646,1528
E01007512,E02001550,E08000017,E12000003,-1.1626,53.5409,2097
E01007513,E02001550,E08000017,E12000003,-1.155,53.5425,1458
E01007514,E02001551,E08000017,E12000003,-1.1506,53.5402,1497
E01007515,E02001550,E08000017,E12000003,-1.1662,53.5454,1456
E01007516,E02001551,E08000017,E12000003,-1.1552,53.536,1395
E01007517,E02001551,E08000017,E12000003,-1.1448,53.5335,1428
E01007518,E02001550,E08000017,E12000003,-1.1707,53.5489,1446
E01007519,E02001550,E08000017,E12000003,-1.1605,53.5482,1290
E01007520,E02001565,E08000017,E12000003,-1.0936,53.5017,1305
E01007521,E02001563,E08000017,E12000003,-1.0881,53.5034,1457
E01007522,E02001562,E08000017,E12000003,-1.0736,53.5068,1522
E01007523,E02001563,E08000017,E12000003,-1.0824,53.4983,1480
E01007524,E02001563,E08000017,E12000003,-1.0798,53.5048,1597
E01007525,E02001562,E08000017,E12000003,-1.0745,53.5149,1530
E01007526,E02001563,E08000017,E12000003,-1.0931,53.5132,2027
E01007528,E02001562,E08000017,E12000003,-1.0757,53.511,1440
E01007529,E02001560,E08000017,E12000003,-1.146,53.5191,2309
E01007530,E02001560,E08000017,E12000003,-1.1268,53.5151,1546
E01007531,E02001560,E08000017,E12000003,-1.1539,53.5152,1603
E01007532,E02001561,E08000017,E12000003,-1.138,53.5172,1804
E01007533,E02001561,E08000017,E12000003,-1.146,53.5132,1519
E01007534,E02001566,E08000017,E12000003,-1.1434,53.5093,1965
E01007535,E02001561,E08000017,E12000003,-1.1499,53.5095,1467
E01007536,E02001570,E08000017,E12000003,-1.2288,53.4838,1846
E01007537,E02001573,E08000017,E12000003,-1.2201,53.4799,1605
E01007538,E02001573,E08000017,E12000003,-1.2461,53.4822,1523
