lsoa21cd,msoa21cd,ltla21cd,rgn21cd,lng,lat,population
E01017326,E02003589,E06000046,E12000008,-1.2966,50.6998,1610
E01017327,E02003591,E06000046,E12000008,-1.2937,50.6949,1528
E01017328,E02003589,E06000046,E12000008,-1.3002,50.6974,1418
E01017329,E02003582,E06000046,E12000008,-1.3117,50.7403,2279
E01017331,E02003588,E06000046,E12000008,-1.2821,50.6973,2273
E01017332,E02003588,E06000046,E12000008,-1.2801,50.6995,1968
E01017333,E02003589,E06000046,E12000008,-1.3045,50.7082,1769
E01017334,E02003588,E06000046,E12000008,-1.3038,50.715,1981
E01017335,E02003584,E06000046,E12000008,-1.1557,50.7282,1523
E01017336,E02003584,E06000046,E12000008,-1.1603,50.7306,1613
E01017337,E02003584,E06000046,E12000008,-1.1651,50.7288,1607
E01017338,E02003586,E06000046,E12000008,-1.172,50.7289,1396
E01017339,E02003587,E06000046,E12000008,-1.1647,50.7217,1811
E01017340,E02003587,E06000046,E12000008,-1.1609,50.7253,1812
E01017341,E02003586,E06000046,E12000008,-1.179,50.7255,1620
E01017342,E02003586,E06000046,E12000008,-1.1693,50.724,1628
E01017343,E02003587,E06000046,E12000008,-1.1501,50.7197,1355
E01017344,E02003587,E06000046,E12000008,-1.146,50.7197,1694
E01017345,E02003587,E06000046,E12000008,-1.1555,50.7217,1901
E01017346,E02003584,E06000046,E12000008,-1.1508,50.7253,1382
E01017347,E02003594,E06000046,E12000008,-1.1509,50.6604,1770
E01017348,E02003594,E06000046,E12000008,-1.1545,50.6574,1418
E01017349,E02003594,E06000046,E12000008,-1.1573,50.6545,2105
E01017350,E02003594,E06000046,E12000008,-1.1594,50.6606,1835
E01017351,E02003590,E06000046,E12000008,-1.1219,50.7165,1417
E01017352,E02003590,E06000046,E12000008,-1.1126,50.7124,1105
E01017353,E02003593,E06000046,E12000008,-1.4271,50.6989,1260
E01017354,E02003592,E06000046,E12000008,-1.4859,50.7049,1091
E01017355,E02003595,E06000046,E12000008,-1.189,50.6307,1564
E01017356,E02003596,E06000046,E12000008,-1.1763,50.6332,1539
E01017357,E02003596,E06000046,E12000008,-1.1736,50.638,1470
E01017358,E02003595,E06000046,E12000008,-1.1788,50.6384,1293
E01017359,E02003596,E06000046,E12000008,-1.1841,50.6272,1508
E01017360,E02003596,E06000046,E12000008,-1.1787,50.6284,1748
E01017361,E02003592,E06000046,E12000008,-1.5416,50.6788,1448
E01017362,E02003592,E06000046,E12000008,-1.5361,50.6841,1512
E01017363,E02003598,E06000046,E12000008,-1.2037,50.5953,1407
E01017364,E02003598,E06000046,E12000008,-1.196,50.5976,1327
E01017365,E02003598,E06000046,E12000008,-1.2242,50.5917,1376
E01017366,E02003598,E06000046,E12000008,-1.2171,50.5986,1455
E01017367,E02003585,E06000046,E12000008,-1.2338,50.7281,1874
E01017368,E02003585,E06000046,E12000008,-1.2344,50.7237,1515
E01017369,E02003597,E06000046,E12000008,-1.257,50.6358,1484
E01017370,E02003598,E06000046,E12000008,-1.223,50.6156,1709
E01017371,E02003610,E06000056,E12000006,-0.4918,52.0227,1788
E01017372,E02003610,E06000056,E12000006,-0.488,52.0258,1842
E01017373,E02003610,E06000056,E12000006,-0.5021,52.0229,2327
E01017374,E02003610,E06000056,E12000006,-0.4896,52.0317,1541
E01017375,E02003610,E06000056,E12000006,-0.4956,52.0285,1469
E01017376,E02003608,E06000056,E12000006,-0.2665,52.0047,2079
E01017377,E02003608,E06000056,E12000006,-0.2613,52.0226,1932
E01017378,E02003608,E06000056,E12000006,-0.2619,52.0139,2016
E01017379,E02003605,E06000056,E12000006,-0.6333,52.0188,1193
E01017380,E02003605,E06000056,E12000006,-0.6308,52.0121,1264
E01017381,E02003604,E06000056,E12000006,-0.2545,52.0781,1427
E01017382,E02003604,E06000056,E12000006,-0.2543,52.0825,1509
E01017383,E02003603,E06000056,E12000006,-0.2579,52.0839,1937
E01017384,E02003603,E06000056,E12000006,-0.2594,52.0901,1627
E01017385,E02003603,E06000056,E12000006,-0.2659,52.0883,1887
E01017386,E02003603,E06000056,E12000006,-0.2652,52.0816,1765
E01017387,E02003603,E06000056,E12000006,-0.2641,52.0947,1263
E01017388,E02003603,E06000056,E12000006,-0.2546,52.096,2834
E01017391,E02003611,E06000056,E12000006,-0.2989,52.0364,1525
E01017392,E02003611,E06000056,E12000006,-0.3079,52.0362,1873
E01017393,E02003611,E06000056,E12000006,-0.3386,52.0169,2044
E01017394,E02003605,E06000056,E12000006,-0.5964,52.0765,1474
E01017397,E02003605,E06000056,E12000006,-0.6066,52.0709,1776
E01017398,E02003615,E06000056,E12000006,-0.461,52.002,2536
E01017399,E02003613,E06000056,E12000006,-0.4998,52.0125,1440
E01017400,E02003613,E06000056,E12000006,-0.4903,52.0071,1539
E01017401,E02003613,E06000056,E12000006,-0.4957,52.0077,1211
E01017402,E02003613,E06000056,E12000006,-0.4881,52.0015,1524
E01017403,E02003614,E06000056,E12000006,-0.4954,51.9979,1437
E01017404,E02003614,E06000056,E12000006,-0.5066,51.999,1252
E01017405,E02003614,E06000056,E12000006,-0.5015,52.0007,1363
E01017406,E02003614,E06000056,E12000006,-0.5061,52.0101,2578
E01017407,E02003614,E06000056,E12000006,-0.5026,52.0043,1511
E01017408,E02003615,E06000056,E12000006,-0.4923,51.9611,1065
E01017409,E02003615,E06000056,E12000006,-0.4912,51.9658,1221
E01017410,E02003606,E06000056,E12000006,-0.3974,52.0665,1173
E01017412,E02003602,E06000056,E12000006,-0.301,52.0704,1508
E01017413,E02003608,E06000056,E12000006,-0.2697,52.0478,2255
E01017414,E02003608,E06000056,E12000006,-0.2705,52.0589,1878
E01017415,E02003608,E06000056,E12000006,-0.2858,52.0301,2025
E01017418,E02003607,E06000056,E12000006,-0.5495,52.0627,1481
E01017419,E02003606,E06000056,E12000006,-0.4577,52.0281,1640
E01017420,E02003606,E06000056,E12000006,-0.4683,52.0316,1676
E01017421,E02003606,E06000056,E12000006,-0.42,52.0297,1823
E01017422,E02003602,E06000056,E12000006,-0.2963,52.0981,1652
E01017423,E02003602,E06000056,E12000006,-0.3198,52.1478,1994
E01017424,E02003602,E06000056,E12000006,-0.3244,52.1187,1412
E01017425,E02003601,E06000056,E12000006,-0.1968,52.0845,1167
E01017426,E02003601,E06000056,E12000006,-0.176,52.1178,1403
E01017427,E02003601,E06000056,E12000006,-0.2252,52.1291,2004
E01017428,E02003601,E06000056,E12000006,-0.2152,52.1316,1649
E01017429,E02003601,E06000056,E12000006,-0.217,52.1268,1934
E01017430,E02003600,E06000056,E12000006,-0.2976,52.1319,1490
E01017431,E02003600,E06000056,E12000006,-0.289,52.1276,1629
E01017432,E02003600,E06000056,E12000006,-0.2938,52.1245,1488
E01017433,E02003599,E06000056,E12000006,-0.291,52.1357,1609
E01017434,E02003599,E06000056,E12000006,-0.2921,52.1331,1669
E01017435,E02003600,E06000056,E12000006,-0.2861,52.1314,1821
E01017436,E02003599,E06000056,E12000006,-0.2925,52.1409,2471
E01017437,E02003609,E06000056,E12000006,-0.3348,52.0408,1903
E01017438,E02003609,E06000056,E12000006,-0.3265,52.038,1687
E01017439,E02003609,E06000056,E12000006,-0.3427,52.0353,2112
E01017440,E02003609,E06000056,E12000006,-0.331,52.0339,1945
E01017441,E02003609,E06000056,E12000006,-0.3656,52.0354,2120
E01017442,E02003611,E06000056,E12000006,-0.3102,52.0035,2790
E01017443,E02003611,E06000056,E12000006,-0.3008,52.0045,1656
E01017444,E02003609,E06000056,E12000006,-0.3638,51.9948,2077
E01017446,E02003612,E06000056,E12000006,-0.2311,52.0172,1788
E01017447,E02003612,E06000056,E12000006,-0.2241,52.0135,2554
E01017449,E02003612,E06000056,E12000006,-0.2262,52.0227,2154
E01017450,E02003615,E06000056,E12000006,-0.4975,51.9821,2258
E01017451,E02003607,E06000056,E12000006,-0.5802,51.9915,1417
E01017452,E02003607,E06000056,E12000006,-0.6321,51.9956,1241
E01017453,E02003620,E06000055,E12000006,-0.4611,52.1626,1361
E01017454,E02003620,E06000055,E12000006,-0.4562,52.1607,1456
E01017455,E02003620,E06000055,E12000006,-0.4641,52.1581,1416
E01017456,E02003620,E06000055,E12000006,-0.4564,52.1525,1485
E01017457,E02003620,E06000055,E12000006,-0.4659,52.1531,1211
E01017458,E02003620,E06000055,E12000006,-0.4561,52.1654,1233
E01017459,E02003623,E06000055,E12000006,-0.5374,52.1436,1643
E01017460,E02003623,E06000055,E12000006,-0.5041,52.143,2360
E01017462,E02003623,E06000055,E12000006,-0.5327,52.1458,1585
E01017463,E02003623,E06000055,E12000006,-0.5294,52.1517,1358
E01017464,E02003617,E06000055,E12000006,-0.5471,52.1985,1403
E01017465,E02003617,E06000055,E12000006,-0.6012,52.1879,1508
E01017466,E02003627,E06000055,E12000006,-0.4735,52.1351,2306
E01017467,E02003627,E06000055,E12000006,-0.4546,52.1378,1363
E01017468,E02003627,E06000055,E12000006,-0.4505,52.1366,1381
E01017470,E02003627,E06000055,E12000006,-0.4481,52.1387,1309
E01017471,E02003627,E06000055,E12000006,-0.4769,52.138,1883
E01017472,E02003630,E06000055,E12000006,-0.4636,52.1233,1540
E01017474,E02003630,E06000055,E12000006,-0.4699,52.1256,1883
E01017475,E02003630,E06000055,E12000006,-0.4716,52.1218,1631
E01017476,E02003630,E06000055,E12000006,-0.4634,52.1206,1528
E01017477,E02003630,E06000055,E12000006,-0.462,52.1178,1341
E01017478,E02003618,E06000055,E12000006,-0.4962,52.2032,1745
E01017479,E02003618,E06000055,E12000006,-0.4943,52.1616,1331
E01017480,E02003618,E06000055,E12000006,-0.5041,52.1678,1963
E01017481,E02003618,E06000055,E12000006,-0.4977,52.1654,1209
E01017482,E02003624,E06000055,E12000006,-0.4585,52.1457,1411
E01017483,E02003624,E06000055,E12000006,-0.447,52.1425,1743
E01017484,E02003624,E06000055,E12000006,-0.4631,52.1419,1405
E01017485,E02003624,E06000055,E12000006,-0.4548,52.1423,1376
E01017487,E02007010,E06000055,E12000006,-0.4358,52.1101,1945
E01017488,E02003622,E06000055,E12000006,-0.4371,52.1488,1560
E01017489,E02003622,E06000055,E12000006,-0.432,52.1477,1609
E01017490,E02003622,E06000055,E12000006,-0.424,52.1483,1366
E01017491,E02003622,E06000055,E12000006,-0.4349,52.1442,1555
E01017492,E02003622,E06000055,E12000006,-0.4249,52.1533,1472
E01017493,E02003622,E06000055,E12000006,-0.4178,52.1524,1648
E01017495,E02003619,E06000055,E12000006,-0.3516,52.1573,2252
E01017496,E02003619,E06000055,E12000006,-0.3821,52.1316,1584
E01017497,E02003625,E06000055,E12000006,-0.4708,52.1445,1369
E01017498,E02003625,E06000055,E12000006,-0.4734,52.1477,1187
E01017499,E02003625,E06000055,E12000006,-0.4827,52.1427,1380
E01017500,E02003625,E06000055,E12000006,-0.4753,52.1434,1192
E01017501,E02003625,E06000055,E12000006,-0.4778,52.1408,1880
E01017502,E02003625,E06000055,E12000006,-0.4708,52.1414,1863
E01017503,E02003617,E06000055,E12000006,-0.6019,52.2692,1384
E01017504,E02003617,E06000055,E12000006,-0.6087,52.2025,1949
E01017505,E02003632,E06000055,E12000006,-0.4941,52.1167,1549
E01017506,E02003632,E06000055,E12000006,-0.4817,52.1222,1569
E01017507,E02003632,E06000055,E12000006,-0.4822,52.1185,1391
E01017508,E02003632,E06000055,E12000006,-0.488,52.1195,1697
E01017509,E02003631,E06000055,E12000006,-0.4969,52.1232,1230
E01017510,E02003631,E06000055,E12000006,-0.5025,52.1174,1589
E01017511,E02003631,E06000055,E12000006,-0.498,52.1263,1183
E01017512,E02003631,E06000055,E12000006,-0.4859,52.1256,1505
E01017513,E02003633,E06000055,E12000006,-0.4902,52.1145,1477
E01017514,E02003633,E06000055,E12000006,-0.5,52.1127,1725
E01017515,E02003633,E06000055,E12000006,-0.5062,52.1117,1651
E01017517,E02003633,E06000055,E12000006,-0.4874,52.1121,1568
E01017518,E02003629,E06000055,E12000006,-0.455,52.122,1736
E01017519,E02003629,E06000055,E12000006,-0.4452,52.1247,1635
E01017520,E02003629,E06000055,E12000006,-0.4392,52.1205,1827
E01017521,E02003629,E06000055,E12000006,-0.4506,52.1229,1642
E01017522,E02003629,E06000055,E12000006,-0.4605,52.1287,2088
E01017523,E02003629,E06000055,E12000006,-0.4559,52.1267,1756
E01017524,E02003626,E06000055,E12000006,-0.4398,52.1389,1689
E01017525,E02003626,E06000055,E12000006,-0.4348,52.1382,1231
E01017526,E02003626,E06000055,E12000006,-0.4291,52.137,1501
E01017527,E02003626,E06000055,E12000006,-0.4271,52.1407,1187
E01017528,E02003618,E06000055,E12000006,-0.5234,52.1711,2510
E01017529,E02003621,E06000055,E12000006,-0.4322,52.1527,1283
E01017530,E02003621,E06000055,E12000006,-0.449,52.1571,1441
E01017531,E02003621,E06000055,E12000006,-0.4324,52.1562,1342
E01017532,E02003621,E06000055,E12000006,-0.4451,52.1532,1299
E01017533,E02003621,E06000055,E12000006,-0.4393,52.1568,1165
E01017534,E02003621,E06000055,E12000006,-0.447,52.1486,1530
E01017535,E02003628,E06000055,E12000006,-0.4882,52.1375,2211
E01017536,E02003628,E06000055,E12000006,-0.483,52.1345,2541
E01017537,E02003628,E06000055,E12000006,-0.493,52.1323,1497
E01017538,E02003628,E06000055,E12000006,-0.4874,52.1311,1885
E01017539,E02003628,E06000055,E12000006,-0.4844,52.1359,1644
E01017540,E02003616,E06000055,E12000006,-0.4269,52.2596,1456
E01017541,E02003616,E06000055,E12000006,-0.4798,52.253,1319
E01017542,E02003619,E06000055,E12000006,-0.3191,52.1805,1435
E01017543,E02003619,E06000055,E12000006,-0.3613,52.2234,1591
E01017544,E02003616,E06000055,E12000006,-0.5437,52.2251,1445
E01017545,E02003616,E06000055,E12000006,-0.5509,52.2296,1453
E01017546,E02003617,E06000055,E12000006,-0.6221,52.163,1192
E01017547,E02003617,E06000055,E12000006,-0.5313,52.1148,1599
E01017549,E02007010,E06000055,E12000006,-0.4482,52.0772,1514
E01017552,E02003635,E06000055,E12000006,-0.5078,52.0723,2781
E01017553,E02003635,E06000055,E12000006,-0.5274,52.1005,1366
E01017554,E02003635,E06000055,E12000006,-0.53,52.0972,1980
E01017555,E02003639,E06000056,E12000006,-0.6597,51.9171,2086
E01017556,E02003639,E06000056,E12000006,-0.6538,51.9185,1655
E01017557,E02003639,E06000056,E12000006,-0.6645,51.9203,1907
E01017558,E02003636,E06000056,E12000006,-0.4299,51.9685,1770
E01017559,E02003636,E06000056,E12000006,-0.4243,51.9655,1660
E01017560,E02003636,E06000056,E12000006,-0.4231,51.9715,1507
E01017561,E02003651,E06000056,E12000006,-0.4533,51.8569,1479
E01017562,E02003651,E06000056,E12000006,-0.4595,51.8696,2470
E01017563,E02003651,E06000056,E12000006,-0.4563,51.8625,1600
E01017564,E02003651,E06000056,E12000006,-0.4304,51.8533,1446
E01017565,E02003647,E06000056,E12000006,-0.525,51.8801,1502
E01017566,E02003646,E06000056,E12000006,-0.5436,51.8817,1453
E01017567,E02003647,E06000056,E12000006,-0.5321,51.8804,1668
E01017568,E02003647,E06000056,E12000006,-0.5273,51.8899,2247
E01017569,E02003647,E06000056,E12000006,-0.5275,51.8867,1835
E01017571,E02003650,E06000056,E12000006,-0.5928,51.8781,1256
E01017572,E02003650,E06000056,E12000006,-0.5848,51.8752,1388
E01017573,E02003643,E06000056,E12000006,-0.6444,51.9166,1389
E01017576,E02003643,E06000056,E12000006,-0.6478,51.9126,1352
E01017577,E02003637,E06000056,E12000006,-0.6521,51.9441,2519
E01017578,E02003644,E06000056,E12000006,-0.5283,51.9014,2386
E01017579,E02003644,E06000056,E12000006,-0.5269,51.9064,2020
E01017580,E02003644,E06000056,E12000006,-0.5043,51.9045,2488
E01017581,E02003644,E06000056,E12000006,-0.5169,51.9028,1848
E01017582,E02003645,E06000056,E12000006,-0.4969,51.8896,1510
E01017583,E02003645,E06000056,E12000006,-0.4906,51.89,1978
E01017584,E02003645,E06000056,E12000006,-0.5028,51.8907,2102
E01017585,E02003645,E06000056,E12000006,-0.4964,51.8939,1393
E01017586,E02003650,E06000056,E12000006,-0.5026,51.8507,1517
E01017587,E02003650,E06000056,E12000006,-0.5223,51.8412,1639
E01017588,E02003650,E06000056,E12000006,-0.5663,51.8833,1197
E01017589,E02003640,E06000056,E12000006,-0.6746,51.9169,1659
E01017590,E02003640,E06000056,E12000006,-0.6727,51.9206,1543
E01017591,E02003640,E06000056,E12000006,-0.6741,51.9117,1744
E01017592,E02003648,E06000056,E12000006,-0.5122,51.8836,1689
E01017593,E02003648,E06000056,E12000006,-0.5068,51.8803,1516
E01017594,E02003648,E06000056,E12000006,-0.5017,51.8768,2316
E01017595,E02003646,E06000056,E12000006,-0.5426,51.8896,1196
E01017596,E02003646,E06000056,E12000006,-0.5341,51.8877,1665
E01017597,E02003646,E06000056,E12000006,-0.538,51.8854,1589
E01017598,E02003646,E06000056,E12000006,-0.5414,51.8964,1681
E01017600,E02003642,E06000056,E12000006,-0.4993,51.9094,2055
E01017601,E02003642,E06000056,E12000006,-0.5059,51.9115,1512
E01017602,E02003642,E06000056,E12000006,-0.5101,51.9091,1541
E01017603,E02003638,E06000056,E12000006,-0.6476,51.9219,1475
E01017604,E02003638,E06000056,E12000006,-0.6411,51.922,1572
E01017605,E02003638,E06000056,E12000006,-0.6366,51.9189,1424
E01017606,E02003638,E06000056,E12000006,-0.6557,51.9342,1766
E01017607,E02003638,E06000056,E12000006,-0.6649,51.932,1452
E01017608,E02003639,E06000056,E12000006,-0.6577,51.9228,1792
E01017609,E02003639,E06000056,E12000006,-0.6534,51.9259,2144
E01017610,E02003640,E06000056,E12000006,-0.6822,51.9227,1099
E01017611,E02003641,E06000056,E12000006,-0.6917,51.9184,1222
E01017612,E02003641,E06000056,E12000006,-0.6869,51.9206,1280
E01017613,E02003641,E06000056,E12000006,-0.6802,51.9168,1399
E01017614,E02003641,E06000056,E12000006,-0.6853,51.9156,1457
E01017616,E02003636,E06000056,E12000006,-0.4197,51.9153,2345
E01017617,E02003644,E06000056,E12000006,-0.5172,51.9078,1316
E01017618,E02003642,E06000056,E12000006,-0.5213,51.9098,2266
E01017619,E02003642,E06000056,E12000006,-0.5111,51.9143,2232
E01017620,E02003637,E06000056,E12000006,-0.5308,51.9458,1863
E01017621,E02003637,E06000056,E12000006,-0.5376,51.9469,1496
E01017622,E02003637,E06000056,E12000006,-0.5323,51.9432,1705
E01017623,E02003649,E06000056,E12000006,-0.5162,51.8807,1693
E01017624,E02003649,E06000056,E12000006,-0.508,51.8748,1788
E01017625,E02003649,E06000056,E12000006,-0.5202,51.8765,1553
E01017626,E02003649,E06000056,E12000006,-0.5138,51.8741,1571
E01017627,E02003672,E06000060,E12000008,-0.7206,51.8003,1785
E01017628,E02003672,E06000060,E12000008,-0.7791,51.7919,1780
E01017629,E02003672,E06000060,E12000008,-0.7092,51.7971,1708
E01017630,E02003672,E06000060,E12000008,-0.7574,51.7901,1578
E01017631,E02003672,E06000060,E12000008,-0.7903,51.7876,2444
E01017634,E02003666,E06000060,E12000008,-0.8045,51.8152,1623
E01017635,E02003668,E06000060,E12000008,-0.785,51.8074,1513
E01017636,E02003668,E06000060,E12000008,-0.7764,51.8059,1550
E01017637,E02003668,E06000060,E12000008,-0.7959,51.8119,1260
E01017638,E02003668,E06000060,E12000008,-0.7865,51.8028,1271
E01017639,E02003668,E06000060,E12000008,-0.7924,51.8076,1511
E01017640,E02003668,E06000060,E12000008,-0.7809,51.8109,1663
E01017642,E02003661,E06000060,E12000008,-1.0521,51.8208,1287
E01017643,E02003661,E06000060,E12000008,-1.073,51.8032,1425
E01017644,E02003653,E06000060,E12000008,-0.9734,51.9999,1464
E01017645,E02003653,E06000060,E12000008,-0.9889,51.9995,1432
E01017646,E02003653,E06000060,E12000008,-0.9865,52.005,2320
E01017647,E02003653,E06000060,E12000008,-0.9771,52.0055,1539
E01017648,E02003652,E06000060,E12000008,-0.9761,51.9948,1644
E01017649,E02003652,E06000060,E12000008,-0.9921,51.9951,2504
E01017651,E02003660,E06000060,E12000008,-0.6642,51.8417,1585
E01017652,E02003660,E06000060,E12000008,-0.6644,51.8503,1683
E01017653,E02003667,E06000060,E12000008,-0.8317,51.8128,1466
E01017654,E02003667,E06000060,E12000008,-0.8277,51.8156,1727
E01017655,E02003667,E06000060,E12000008,-0.8289,51.8076,1833
E01017657,E02003660,E06000060,E12000008,-0.5829,51.8623,1578
E01017658,E02003660,E06000060,E12000008,-0.5946,51.8666,1640
E01017659,E02003662,E06000060,E12000008,-0.81,51.8269,1645
E01017660,E02003662,E06000060,E12000008,-0.8022,51.8285,1572
E01017661,E02003662,E06000060,E12000008,-0.8029,51.8256,1603
E01017662,E02003666,E06000060,E12000008,-0.8065,51.822,1464
E01017663,E02003666,E06000060,E12000008,-0.8128,51.8213,1702
E01017664,E02003662,E06000060,E12000008,-0.8053,51.8328,1395
E01017665,E02003664,E06000060,E12000008,-0.8233,51.822,2725
E01017666,E02003664,E06000060,E12000008,-0.8187,51.8216,2344
E01017667,E02003664,E06000060,E12000008,-0.828,51.8276,1466
E01017668,E02003664,E06000060,E12000008,-0.8184,51.8273,1588
E01017669,E02003657,E06000060,E12000008,-0.7354,51.9685,2568
E01017670,E02003657,E06000060,E12000008,-0.7163,51.9539,1825
E01017671,E02003654,E06000060,E12000008,-0.865,51.9996,1609
E01017672,E02003654,E06000060,E12000008,-0.8729,51.9731,1582
E01017673,E02003661,E06000060,E12000008,-1.0119,51.88,1382
E01017674,E02003661,E06000060,E12000008,-0.9985,51.8705,1796
E01017675,E02003673,E06000060,E12000008,-0.9361,51.7712,1778
E01017676,E02003673,E06000060,E12000008,-0.9237,51.7759,1458
E01017677,E02003673,E06000060,E12000008,-0.9278,51.7705,1965
E01017678,E02003673,E06000060,E12000008,-0.8569,51.8035,1431
E01017679,E02003673,E06000060,E12000008,-0.8702,51.8021,1598
E01017680,E02003673,E06000060,E12000008,-0.9224,51.7735,1219
E01017681,E02003674,E06000060,E12000008,-0.9958,51.7756,1363
E01017682,E02003674,E06000060,E12000008,-0.9975,51.7739,1261
E01017683,E02003674,E06000060,E12000008,-1.0592,51.7622,1798
E01017684,E02003674,E06000060,E12000008,-0.9381,51.7927,1136
E01017687,E02003670,E06000060,E12000008,-0.804,51.802,2620
E01017688,E02003670,E06000060,E12000008,-0.8076,51.806,1160
E01017689,E02003670,E06000060,E12000008,-0.7956,51.8018,1324
E01017690,E02003670,E06000060,E12000008,-0.8081,51.7978,1165
E01017691,E02003670,E06000060,E12000008,-0.7919,51.7985,1339
E01017692,E02003670,E06000060,E12000008,-0.8035,51.8076,1554
E01017693,E02003655,E06000060,E12000008,-1.0594,51.9039,1122
E01017694,E02003655,E06000060,E12000008,-1.0082,51.9164,2469
E01017695,E02003654,E06000060,E12000008,-0.7694,51.9739,1214
E01017696,E02003654,E06000060,E12000008,-0.7986,51.96,1385
E01017697,E02003665,E06000060,E12000008,-0.794,51.8238,1343
E01017698,E02003665,E06000060,E12000008,-0.7912,51.817,1401
E01017699,E02003665,E06000060,E12000008,-0.798,51.8173,1802
E01017700,E02003665,E06000060,E12000008,-0.7832,51.816,1636
E01017701,E02003660,E06000060,E12000008,-0.6433,51.8292,2812
E01017702,E02003660,E06000060,E12000008,-0.6365,51.8356,1507
E01017703,E02003659,E06000060,E12000008,-0.9201,51.8741,1312
E01017704,E02003659,E06000060,E12000008,-0.8734,51.8957,1302
E01017706,E02003663,E06000060,E12000008,-0.8414,51.8275,1466
E01017707,E02003663,E06000060,E12000008,-0.8367,51.8292,1352
E01017708,E02003663,E06000060,E12000008,-0.8343,51.8262,1602
E01017709,E02003669,E06000060,E12000008,-0.8152,51.8073,1715
E01017710,E02003669,E06000060,E12000008,-0.8142,51.8027,1610
E01017711,E02003669,E06000060,E12000008,-0.8229,51.8087,1700
E01017712,E02003669,E06000060,E12000008,-0.8152,51.8117,2392
E01017713,E02003655,E06000060,E12000008,-0.9846,51.9368,1423
E01017714,E02003655,E06000060,E12000008,-0.9796,51.9378,1668
E01017715,E02003657,E06000060,E12000008,-0.8725,51.9219,1206
E01017716,E02003657,E06000060,E12000008,-0.7627,51.9258,1869
E01017717,E02003655,E06000060,E12000008,-1.0678,52.008,1775
E01017718,E02003655,E06000060,E12000008,-1.0161,51.9828,1905
E01017719,E02003659,E06000060,E12000008,-0.9189,51.8456,1243
E01017720,E02003659,E06000060,E12000008,-0.9232,51.8449,1304
E01017721,E02003671,E06000060,E12000008,-0.8133,51.7962,1684
E01017722,E02003671,E06000060,E12000008,-0.8186,51.7958,1453
E01017723,E02003671,E06000060,E12000008,-0.8251,51.8043,1341
E01017724,E02003671,E06000060,E12000008,-0.8208,51.7994,1487
E01017726,E02003675,E06000060,E12000008,-0.7423,51.7606,1166
E01017727,E02003675,E06000060,E12000008,-0.7481,51.7663,1824
E01017729,E02003675,E06000060,E12000008,-0.7477,51.7724,1632
E01017730,E02003675,E06000060,E12000008,-0.737,51.7656,1592
E01017731,E02003658,E06000060,E12000008,-0.7164,51.8985,1334
E01017732,E02003658,E06000060,E12000008,-0.7199,51.8985,1645
E01017733,E02003658,E06000060,E12000008,-0.768,51.8727,1312
E01017734,E02003658,E06000060,E12000008,-0.7381,51.8643,1523
E01017735,E02003656,E06000060,E12000008,-0.9483,51.968,1403
E01017736,E02003656,E06000060,E12000008,-0.8808,51.9469,1524
E01017737,E02003656,E06000060,E12000008,-0.8735,51.9473,1292
E01017738,E02003656,E06000060,E12000008,-0.8857,51.9439,2423
E01017739,E02003682,E06000060,E12000008,-0.596,51.6709,1271
E01017740,E02003682,E06000060,E12000008,-0.5896,51.6703,1479
E01017741,E02003681,E06000060,E12000008,-0.5948,51.6789,1689
E01017742,E02003681,E06000060,E12000008,-0.6012,51.6769,1755
E01017743,E02003681,E06000060,E12000008,-0.5896,51.6764,1956
E01017744,E02003682,E06000060,E12000008,-0.6056,51.6637,1512
E01017745,E02003682,E06000060,E12000008,-0.6176,51.6678,1711
E01017746,E02003682,E06000060,E12000008,-0.6025,51.6674,1598
E01017747,E02003677,E06000060,E12000008,-0.6163,51.7098,1517
E01017748,E02003677,E06000060,E12000008,-0.6173,51.7135,1875
E01017749,E02003677,E06000060,E12000008,-0.6269,51.7152,1846
E01017750,E02003676,E06000060,E12000008,-0.5711,51.7154,2256
E01017751,E02003687,E06000060,E12000008,-0.5595,51.5977,2140
E01017752,E02003676,E06000060,E12000008,-0.6717,51.7145,2260
E01017753,E02003687,E06000060,E12000008,-0.5643,51.6092,1300
E01017754,E02003686,E06000060,E12000008,-0.5502,51.6092,1531
E01017755,E02003686,E06000060,E12000008,-0.5582,51.6058,1990
E01017756,E02003686,E06000060,E12000008,-0.552,51.6168,1497
E01017757,E02003686,E06000060,E12000008,-0.5493,51.6144,1184
E01017758,E02003686,E06000060,E12000008,-0.5536,51.6212,1359
E01017759,E02003685,E06000060,E12000008,-0.5773,51.6246,1843
E01017760,E02003685,E06000060,E12000008,-0.5635,51.6337,1704
E01017761,E02003685,E06000060,E12000008,-0.5785,51.6296,2139
E01017762,E02003683,E06000060,E12000008,-0.5594,51.6591,1405
E01017763,E02003681,E06000060,E12000008,-0.6074,51.6796,1784
E01017764,E02003681,E06000060,E12000008,-0.5996,51.6854,1674
E01017765,E02003681,E06000060,E12000008,-0.6169,51.6844,1706
E01017766,E02003676,E06000060,E12000008,-0.6589,51.7434,2306
E01017767,E02003687,E06000060,E12000008,-0.5688,51.605,2379
E01017768,E02003680,E06000060,E12000008,-0.7084,51.7023,2325
E01017769,E02003678,E06000060,E12000008,-0.6016,51.7106,1626
E01017770,E02003679,E06000060,E12000008,-0.6097,51.71,1693
E01017771,E02003678,E06000060,E12000008,-0.5967,51.7145,1483
