areacd,category,value
E01013822,Gross value added,6.867
E01013823,Gross value added,6.025
E01013824,Gross value added,2.419
E01013825,Gross value added,8.789
E01013826,Gross value added,7.147
E01013827,Gross value added,7.218
E01013828,Gross value added,16.149
E01013829,Gross value added,10.301
E01013830,Gross value added,15.61
E01013831,Gross value added,8.816
E01013832,Gross value added,34.296
E01013833,Gross value added,29.688
E01013834,Gross value added,20.999
E01013835,Gross value added,6.476
E01013836,Gross value added,39.172
E01013837,Gross value added,25.704
E01013838,Gross value added,11.542
E01013839,Gross value added,23.731
E01013840,Gross value added,33.128
E01013841,Gross value added,53.482
E01013842,Gross value added,24.686
E01013843,Gross value added,137.123
E01013844,Gross value added,12.045
E01013845,Gross value added,14.434
E01013846,Gross value added,17.584
E01013847,Gross value added,21.615
E01013849,Gross value added,2.21
E01013850,Gross value added,9.756
E01013851,Gross value added,12.471
E01013852,Gross value added,4.751
E01013853,Gross value added,13.806
E01013854,Gross value added,5.964
E01013855,Gross value added,7.127
E01013856,Gross value added,4.199
E01013858,Gross value added,21.901
E01013859,Gross value added,4.139
E01013860,Gross value added,201.125
E01013861,Gross value added,88.546
E01013862,Gross value added,12.535
E01013863,Gross value added,5.668
E01013864,Gross value added,183.023
E01013865,Gross value added,7.768
E01013866,Gross value added,12.064
E01013867,Gross value added,74.263
E01013868,Gross value added,7.386
E01013870,Gross value added,840.012
E01013871,Gross value added,49.605
E01013872,Gross value added,4.28
E01013873,Gross value added,5.522
E01013874,Gross value added,29.879
E01013875,Gross value added,4.685
E01013876,Gross value added,26.959
E01013877,Gross value added,27.216
E01013878,Gross value added,4.466
E01013879,Gross value added,29.609
E01013880,Gross value added,90.152
E01013881,Gross value added,4.038
E01013882,Gross value added,16.986
E01013883,Gross value added,26.771
E01013884,Gross value added,4.788
E01013885,Gross value added,55.764
E01013886,Gross value added,2.815
E01013887,Gross value added,4.279
E01013888,Gross value added,8.223
E01013889,Gross value added,37.234
E01013890,Gross value added,2.533
E01013891,Gross value added,37.234
E01013892,Gross value added,6.911
E01013893,Gross value added,36.474
E01013894,Gross value added,13.891
E01013895,Gross value added,5.872
E01013896,Gross value added,8.368
E01013897,Gross value added,4.989
E01013898,Gross value added,10.15
E01013899,Gross value added,2.599
E01013900,Gross value added,8.788
E01013901,Gross value added,24.226
E01013902,Gross value added,10.271
E01013903,Gross value added,3.897
E01013904,Gross value added,4.669
E01013905,Gross value added,6.592
E01013906,Gross value added,13.269
E01013907,Gross value added,31.233
E01013908,Gross value added,13.233
E01013909,Gross value added,2.216
E01013910,Gross value added,7.493
E01013911,Gross value added,6.394
E01013912,Gross value added,7.74
E01013913,Gross value added,6.819
E01013914,Gross value added,4.562
E01013915,Gross value added,4.681
E01013916,Gross value added,3.376
E01013917,Gross value added,45.497
E01013918,Gross value added,9.882
E01013919,Gross value added,6.165
E01013920,Gross value added,174.624
E01013921,Gross value added,6.583
E01013924,Gross value added,6.981
E01013926,Gross value added,38.989
E01013928,Gross value added,778.623
E01013929,Gross value added,41.927
E01013930,Gross value added,32.685
E01013931,Gross value added,21.947
E01013932,Gross value added,24.425
E01013933,Gross value added,15.265
E01013934,Gross value added,8.111
E01013935,Gross value added,31.689
E01013936,Gross value added,15.244
E01013937,Gross value added,16.412
E01013938,Gross value added,13.276
E01013939,Gross value added,8.468
E01013940,Gross value added,3.301
E01013941,Gross value added,10.016
E01013942,Gross value added,5.208
E01013943,Gross value added,19.935
E01013944,Gross value added,18.178
E01013945,Gross value added,14.935
E01013947,Gross value added,10.149
E01013948,Gross value added,6.848
E01013953,Gross value added,7.929
E01013954,Gross value added,71.415
E01013957,Gross value added,6.095
E01013958,Gross value added,4.507
E01013959,Gross value added,4.728
E01013960,Gross value added,34.063
E01013961,Gross value added,57.946
E01013962,Gross value added,4.452
E01013963,Gross value added,2.424
E01013964,Gross value added,9.024
E01013965,Gross value added,163.368
E01013966,Gross value added,163.368
E01013967,Gross value added,163.368
E01013968,Gross value added,33.488
E01013969,Gross value added,27.477
E01013970,Gross value added,5.485
E01013971,Gross value added,12.198
E01013972,Gross value added,11.197
E01013973,Gross value added,114.774
E01013974,Gross value added,136.438
E01013975,Gross value added,114.774
E01013976,Gross value added,4.113
E01013977,Gross value added,12.21
E01013978,Gross value added,5.199
E01013979,Gross value added,14.827
E01013980,Gross value added,28.823
E01013981,Gross value added,13.423
E01013982,Gross value added,18.613
E01013983,Gross value added,3.833
E01013984,Gross value added,28.805
E01013985,Gross value added,9.031
E01019400,Gross value added,28.244
E01019401,Gross value added,115.099
E01019402,Gross value added,8.262
E01019403,Gross value added,8.483
E01019404,Gross value added,30.938
E01019405,Gross value added,104.01
E01019406,Gross value added,12.43
E01019407,Gross value added,71.738
E01019408,Gross value added,86.783
E01019409,Gross value added,11.273
E01019410,Gross value added,5.143
E01019411,Gross value added,6.59
E01019412,Gross value added,9.071
E01019413,Gross value added,5.107
E01019414,Gross value added,7.013
E01019415,Gross value added,16.115
E01019416,Gross value added,4.413
E01019417,Gross value added,44.304
E01019418,Gross value added,6.71
E01019419,Gross value added,36.085
E01019420,Gross value added,51.233
E01019421,Gross value added,6.799
E01019422,Gross value added,8.183
E01019423,Gross value added,14.798
E01019424,Gross value added,12.748
E01019425,Gross value added,18.562
E01019426,Gross value added,26.447
E01019427,Gross value added,17.458
E01019428,Gross value added,9.811
E01019429,Gross value added,341.743
E01019430,Gross value added,104.01
E01019431,Gross value added,4.568
E01019432,Gross value added,9.247
E01019433,Gross value added,14.563
E01019434,Gross value added,12.168
E01019435,Gross value added,5.382
E01019436,Gross value added,12.765
E01019437,Gross value added,7.879
E01019438,Gross value added,9.624
E01019439,Gross value added,9.535
E01019440,Gross value added,26.439
E01019441,Gross value added,15.848
E01019442,Gross value added,5.742
E01019443,Gross value added,27.779
E01019444,Gross value added,4.839
E01019445,Gross value added,8.097
E01019446,Gross value added,5.883
E01019447,Gross value added,15.782
E01019448,Gross value added,107.715
E01019449,Gross value added,10.729
E01019450,Gross value added,8.469
E01019451,Gross value added,23.939
E01019452,Gross value added,8.662
E01019453,Gross value added,75.939
E01019454,Gross value added,7.76
E01019455,Gross value added,12.182
E01019456,Gross value added,173.394
E01019457,Gross value added,10.17
E01019458,Gross value added,77.764
