areacd,category,value
E01000001,1998,402.691
E01000001,1999,408.844
E01000001,2000,455.251
E01000001,2001,469.935
E01000001,2002,486.44
E01000001,2003,505.699
E01000001,2004,520.051
E01000001,2005,579.125
E01000001,2006,615.014
E01000001,2007,696.11
E01000001,2008,733.136
E01000001,2009,708.294
E01000001,2010,734.385
E01000001,2011,812.004
E01000001,2012,999.171
E01000001,2013,1121.302
E01000001,2014,1391.587
E01000001,2015,1554.357
E01000001,2016,1502.871
E01000001,2017,1206.729
E01000001,2018,1326.574
E01000001,2019,1360.866
E01000001,2020,1539.693
E01000002,1998,2812.728
E01000002,1999,2680.137
E01000002,2000,2996.665
E01000002,2001,3042.009
E01000002,2002,3239.059
E01000002,2003,3583.849
E01000002,2004,3986.61
E01000002,2005,4489.258
E01000002,2006,5260.073
E01000002,2007,5955.977
E01000002,2008,5765.099
E01000002,2009,5843.694
E01000002,2010,6214.01
E01000002,2011,6513.03
E01000002,2012,6068.724
E01000002,2013,2695.452
E01000002,2014,2509.868
E01000002,2015,9557.377
E01000002,2016,6754.635
E01000002,2017,8381.856
E01000002,2018,8672.919
E01000002,2019,11783.795
E01000002,2020,21594.436
E01000003,1998,28.913
E01000003,1999,28.652
E01000003,2000,29.003
E01000003,2001,33.557
E01000003,2002,31.412
E01000003,2003,32.015
E01000003,2004,33.305
E01000003,2005,33.432
E01000003,2006,33.943
E01000003,2007,37.778
E01000003,2008,36.432
E01000003,2009,34.97
E01000003,2010,37.542
E01000003,2011,37.413
E01000003,2012,45.078
E01000003,2013,42.114
E01000003,2014,50.8
E01000003,2015,64.245
E01000003,2016,61.688
E01000003,2017,55.433
E01000003,2018,64.227
E01000003,2019,71.039
E01000003,2020,54.372
E01000005,1998,831.379
E01000005,1999,876.645
E01000005,2000,1006.406
E01000005,2001,978.783
E01000005,2002,992.49
E01000005,2003,1062.387
E01000005,2004,1150.168
E01000005,2005,1225.674
E01000005,2006,1259.035
E01000005,2007,1449.607
E01000005,2008,1535.281
E01000005,2009,1573.952
E01000005,2010,1668.29
E01000005,2011,1755.522
E01000005,2012,1838.996
E01000005,2013,1402.624
E01000005,2014,1491.71
E01000005,2015,1531.687
E01000005,2016,1730.809
E01000005,2017,1643.746
E01000005,2018,1715.778
E01000005,2019,1584.459
E01000005,2020,1142.532
E01000006,1998,3.68
E01000006,1999,3.918
E01000006,2000,4.294
E01000006,2001,4.669
E01000006,2002,5.164
E01000006,2003,5.911
E01000006,2004,6.484
E01000006,2005,6.864
E01000006,2006,7.117
E01000006,2007,7.913
E01000006,2008,8.253
E01000006,2009,6.569
E01000006,2010,14.121
E01000006,2011,6.484
E01000006,2012,15.547
E01000006,2013,9.235
E01000006,2014,8.881
E01000006,2015,6.958
E01000006,2016,9.363
E01000006,2017,9.167
E01000006,2018,8.849
E01000006,2019,7.854
E01000006,2020,9.965
E01000007,1998,49.554
E01000007,1999,51.348
E01000007,2000,54.011
E01000007,2001,55.34
E01000007,2002,58.262
E01000007,2003,61.361
E01000007,2004,61.882
E01000007,2005,62.779
E01000007,2006,65.768
E01000007,2007,72.018
E01000007,2008,75.113
E01000007,2009,71.651
E01000007,2010,79.08
E01000007,2011,80.423
E01000007,2012,85.219
E01000007,2013,76.892
E01000007,2014,69.928
E01000007,2015,84.307
E01000007,2016,91.409
E01000007,2017,101.245
E01000007,2018,120.415
E01000007,2019,100.546
E01000007,2020,122.234
E01000008,1998,38.152
E01000008,1999,41.586
E01000008,2000,43.125
E01000008,2001,45.496
E01000008,2002,49.566
E01000008,2003,52.895
E01000008,2004,53.447
E01000008,2005,54.938
E01000008,2006,58.347
E01000008,2007,62.851
E01000008,2008,67.08
E01000008,2009,55.686
E01000008,2010,61.199
E01000008,2011,64.272
E01000008,2012,66.808
E01000008,2013,44.824
E01000008,2014,35.303
E01000008,2015,39.478
E01000008,2016,50.111
E01000008,2017,50.308
E01000008,2018,56.27
E01000008,2019,48.313
E01000008,2020,49.475
E01000009,1998,14.041
E01000009,1999,14.993
E01000009,2000,15.729
E01000009,2001,17.029
E01000009,2002,18.864
E01000009,2003,20.606
E01000009,2004,21.138
E01000009,2005,22.162
E01000009,2006,22.984
E01000009,2007,25.582
E01000009,2008,27.688
E01000009,2009,23.305
E01000009,2010,25.297
E01000009,2011,26.458
E01000009,2012,28.244
E01000009,2013,28.201
E01000009,2014,32.367
E01000009,2015,33.841
E01000009,2016,36.326
E01000009,2017,25.32
E01000009,2018,24.703
E01000009,2019,26.715
E01000009,2020,23.274
E01000010,1998,158.381
E01000010,1999,160.913
E01000010,2000,161.151
E01000010,2001,162.085
E01000010,2002,174.729
E01000010,2003,181.619
E01000010,2004,187.926
E01000010,2005,191.934
E01000010,2006,215.12
E01000010,2007,226.213
E01000010,2008,219.261
E01000010,2009,216.625
E01000010,2010,221.031
E01000010,2011,217.785
E01000010,2012,202.253
E01000010,2013,207.159
E01000010,2014,222.664
E01000010,2015,213.143
E01000010,2016,188.899
E01000010,2017,221.752
E01000010,2018,235.011
E01000010,2019,243.72
E01000010,2020,264.84
E01000011,1998,11.274
E01000011,1999,12.284
E01000011,2000,13.247
E01000011,2001,14.546
E01000011,2002,16.046
E01000011,2003,17.132
E01000011,2004,19.089
E01000011,2005,20.416
E01000011,2006,22.782
E01000011,2007,22.713
E01000011,2008,22.486
E01000011,2009,22.164
E01000011,2010,14.121
E01000011,2011,19.662
E01000011,2012,15.547
E01000011,2013,18.747
E01000011,2014,11.512
E01000011,2015,6.762
E01000011,2016,7.746
E01000011,2017,7.352
E01000011,2018,7.315
E01000011,2019,5.157
E01000011,2020,4.949
E01000012,1998,3.498
E01000012,1999,3.726
E01000012,2000,4.081
E01000012,2001,4.439
E01000012,2002,4.822
E01000012,2003,5.117
E01000012,2004,5.459
E01000012,2005,5.654
E01000012,2006,5.999
E01000012,2007,6.25
E01000012,2008,6.466
E01000012,2009,5.747
E01000012,2010,5.594
E01000012,2011,5.54
E01000012,2012,6.273
E01000012,2013,7.912
E01000012,2014,8.154
E01000012,2015,8.941
E01000012,2016,10.771
E01000012,2017,12.951
E01000012,2018,14.227
E01000012,2019,16.053
E01000012,2020,12.384
E01000013,1998,12.851
E01000013,1999,13.246
E01000013,2000,13.565
E01000013,2001,13.984
E01000013,2002,15.411
E01000013,2003,16.335
E01000013,2004,17.183
E01000013,2005,17.779
E01000013,2006,19.17
E01000013,2007,20.451
E01000013,2008,20.352
E01000013,2009,18.817
E01000013,2010,18.926
E01000013,2011,18.612
E01000013,2012,18.935
E01000013,2013,21.348
E01000013,2014,26.592
E01000013,2015,23.862
E01000013,2016,28.165
E01000013,2017,31.483
E01000013,2018,33.094
E01000013,2019,31.829
E01000013,2020,28.046
E01000014,1998,2.281
E01000014,1999,2.399
E01000014,2000,2.648
E01000014,2001,2.892
E01000014,2002,3.215
E01000014,2003,3.845
E01000014,2004,4.225
E01000014,2005,4.395
E01000014,2006,4.59
E01000014,2007,5.019
E01000014,2008,5.346
E01000014,2009,4.29
E01000014,2010,4.254
E01000014,2011,4.404
E01000014,2012,4.922
E01000014,2013,5.516
E01000014,2014,6.099
E01000014,2015,7.159
E01000014,2016,6.696
E01000014,2017,6.377
E01000014,2018,6.364
E01000014,2019,6.921
