areacd,category,value
E06000001,1998,780.163
E06000001,1999,823.8029999999999
E06000001,2000,837.055
E06000001,2001,837.4879999999997
E06000001,2002,886.5469999999999
E06000001,2003,938.8850000000003
E06000001,2004,975.475
E06000001,2005,1016.4039999999998
E06000001,2006,1068.2550000000003
E06000001,2007,1121.1050000000002
E06000001,2008,1146.7740000000001
E06000001,2009,1139.1009999999999
E06000001,2010,1151.8059999999998
E06000001,2011,1180.7149999999997
E06000001,2012,1181.44
E06000001,2013,1229.7129999999995
E06000001,2014,1208.6759999999997
E06000001,2015,1290.5259999999998
E06000001,2016,1384.5410000000004
E06000001,2017,1403.992000000001
E06000001,2018,1384.3629999999996
E06000001,2019,1487.1519999999998
E06000001,2020,1494.9189999999996
E06000002,1998,1476.7379999999991
E06000002,1999,1533.3670000000009
E06000002,2000,1576.1129999999998
E06000002,2001,1584.5880000000002
E06000002,2002,1647.8339999999996
E06000002,2003,1758.4520000000007
E06000002,2004,1898.9619999999998
E06000002,2005,2042.5940000000003
E06000002,2006,2178.2630000000004
E06000002,2007,2234.3819999999982
E06000002,2008,2303.756
E06000002,2009,2360.8489999999993
E06000002,2010,2307.179000000001
E06000002,2011,2349.1419999999994
E06000002,2012,2419.101
E06000002,2013,2418.5140000000015
E06000002,2014,2490.445
E06000002,2015,2606.2319999999995
E06000002,2016,2728.7940000000003
E06000002,2017,2812.3389999999995
E06000002,2018,3012.2399999999993
E06000002,2019,3020.5189999999984
E06000002,2020,2908.7879999999996
E06000003,1998,1263.6449999999998
E06000003,1999,1278.743
E06000003,2000,1310.3609999999999
E06000003,2001,1279.8540000000003
E06000003,2002,1313.2589999999993
E06000003,2003,1460.6630000000007
E06000003,2004,1479.889000000001
E06000003,2005,1521.753
E06000003,2006,1547.3960000000006
E06000003,2007,1552.3760000000004
E06000003,2008,1656.428
E06000003,2009,1657.8870000000002
E06000003,2010,1711.6630000000002
E06000003,2011,1714.0689999999988
E06000003,2012,1734.9359999999997
E06000003,2013,1741.0319999999997
E06000003,2014,1798.653
E06000003,2015,1858.2430000000006
E06000003,2016,1788.3459999999998
E06000003,2017,1654.762
E06000003,2018,1716.377
E06000003,2019,1810.74
E06000003,2020,1813.6250000000007
E06000004,1998,2591.9230000000007
E06000004,1999,2709.198
E06000004,2000,2784.5240000000003
E06000004,2001,2808.7059999999997
E06000004,2002,2965.826
E06000004,2003,3195.706999999999
E06000004,2004,3435.830000000001
E06000004,2005,3546.5270000000005
E06000004,2006,3855.028999999998
E06000004,2007,4047.008999999998
E06000004,2008,4108.450000000001
E06000004,2009,4300.272999999997
E06000004,2010,4262.871000000002
E06000004,2011,4250.817000000002
E06000004,2012,4244.812000000001
E06000004,2013,4423.606000000002
E06000004,2014,4550.676000000001
E06000004,2015,4809.44
E06000004,2016,4898.065
E06000004,2017,4777.296000000001
E06000004,2018,4905.067999999998
E06000004,2019,5269.814000000001
E06000004,2020,5059.804
E06000005,1998,1536.7949999999994
E06000005,1999,1570.7150000000001
E06000005,2000,1690.3310000000004
E06000005,2001,1796.1579999999992
E06000005,2002,1923.141000000001
E06000005,2003,2053.0629999999996
E06000005,2004,2191.0970000000007
E06000005,2005,2174.4710000000005
E06000005,2006,2234.012
E06000005,2007,2178.965
E06000005,2008,2305.636000000001
E06000005,2009,2203.3970000000004
E06000005,2010,2254.5540000000005
E06000005,2011,2324.1860000000015
E06000005,2012,2294.4299999999994
E06000005,2013,2326.8489999999997
E06000005,2014,2629.306000000001
E06000005,2015,2753.733999999999
E06000005,2016,2613.4899999999993
E06000005,2017,2596.1490000000013
E06000005,2018,2603.231000000001
E06000005,2019,2640.5829999999996
E06000005,2020,2586.1970000000006
E06000006,1998,2166.706
E06000006,1999,2269.8880000000004
E06000006,2000,2362.8480000000004
E06000006,2001,2417.169000000001
E06000006,2002,2519.9390000000008
E06000006,2003,2774.001
E06000006,2004,2792.7590000000005
E06000006,2005,2951.151000000002
E06000006,2006,3211.118
E06000006,2007,3118.085
E06000006,2008,3331.2299999999996
E06000006,2009,3400.936
E06000006,2010,3462.8329999999987
E06000006,2011,3502.6280000000006
E06000006,2012,3388.59
E06000006,2013,3586.6859999999992
E06000006,2014,3750.350000000001
E06000006,2015,3905.5360000000005
E06000006,2016,3836.8399999999974
E06000006,2017,4029.6410000000005
E06000006,2018,4160.096000000001
E06000006,2019,4412.810000000003
E06000006,2020,4191.706999999998
E06000007,1998,3610.032999999999
E06000007,1999,3681.1890000000003
E06000007,2000,3863.3909999999996
E06000007,2001,4240.058000000001
E06000007,2002,4406.446
E06000007,2003,4577.262999999997
E06000007,2004,4714.229
E06000007,2005,5014.514
E06000007,2006,5293.458999999997
E06000007,2007,5566.830999999999
E06000007,2008,5532.088999999999
E06000007,2009,5315.219999999998
E06000007,2010,5433.933
E06000007,2011,5516.885000000001
E06000007,2012,5699.733999999999
E06000007,2013,6059.664999999997
E06000007,2014,6385.8330000000005
E06000007,2015,6758.682999999999
E06000007,2016,6990.2589999999955
E06000007,2017,7578.144999999999
E06000007,2018,7636.377000000003
E06000007,2019,8213.099000000002
E06000007,2020,7776.299999999998
E06000008,1998,1570.2860000000005
E06000008,1999,1623.2220000000002
E06000008,2000,1635.507
E06000008,2001,1666.4060000000002
E06000008,2002,1760.7070000000003
E06000008,2003,1905.8560000000004
E06000008,2004,1999.223999999999
E06000008,2005,2047.7799999999993
E06000008,2006,2131.7989999999995
E06000008,2007,2222.1479999999992
E06000008,2008,2299.534
E06000008,2009,2262.8770000000004
E06000008,2010,2347.2899999999995
E06000008,2011,2397.5330000000004
E06000008,2012,2454.5170000000007
E06000008,2013,2578.6710000000007
E06000008,2014,2691.275
