areacd,category,value
E01013453,1998,18.26
E01013453,1999,18.107
E01013453,2000,17.868
E01013453,2001,18.233
E01013453,2002,18.987
E01013453,2003,18.381
E01013453,2004,19.284
E01013453,2005,20.749
E01013453,2006,21.698
E01013453,2007,22.053
E01013453,2008,22.553
E01013453,2009,22.879
E01013453,2010,22.952
E01013453,2011,23.666
E01013453,2012,22.736
E01013453,2013,23.667
E01013453,2014,26.365
E01013453,2015,22.709
E01013453,2016,27.306
E01013453,2017,28.696
E01013453,2018,24.247
E01013453,2019,27.137
E01013453,2020,24.75
E01013454,1998,5.342
E01013454,1999,5.395
E01013454,2000,5.625
E01013454,2001,6.115
E01013454,2002,6.445
E01013454,2003,6.839
E01013454,2004,7.083
E01013454,2005,7.877
E01013454,2006,8.271
E01013454,2007,8.708
E01013454,2008,9.349
E01013454,2009,9.457
E01013454,2010,9.996
E01013454,2011,10.489
E01013454,2012,10.721
E01013454,2013,11.407
E01013454,2014,10.761
E01013454,2015,12.722
E01013454,2016,12.706
E01013454,2017,14.793
E01013454,2018,4.833
E01013454,2019,4.82
E01013454,2020,4.992
E01013455,1998,17.798
E01013455,1999,18.57
E01013455,2000,19.635
E01013455,2001,19.964
E01013455,2002,20.327
E01013455,2003,21.558
E01013455,2004,22.725
E01013455,2005,23.784
E01013455,2006,24.795
E01013455,2007,24.944
E01013455,2008,24.369
E01013455,2009,22.908
E01013455,2010,23.822
E01013455,2011,27.923
E01013455,2012,27.316
E01013455,2013,29.048
E01013455,2014,30.604
E01013455,2015,50.218
E01013455,2016,32.12
E01013455,2017,32.851
E01013455,2018,39.666
E01013455,2019,38.965
E01013455,2020,42.801
E01013456,1998,10.723
E01013456,1999,11.152
E01013456,2000,10.977
E01013456,2001,11.063
E01013456,2002,11.848
E01013456,2003,11.215
E01013456,2004,11.758
E01013456,2005,12.587
E01013456,2006,13.412
E01013456,2007,13.346
E01013456,2008,13.106
E01013456,2009,12.339
E01013456,2010,12.396
E01013456,2011,12.686
E01013456,2012,11.573
E01013456,2013,9.745
E01013456,2014,12.12
E01013456,2015,23.332
E01013456,2016,28.401
E01013456,2017,28.053
E01013456,2018,32.844
E01013456,2019,29.789
E01013456,2020,34.611
E01013457,1998,12.281
E01013457,1999,12.296
E01013457,2000,13.141
E01013457,2001,15.072
E01013457,2002,16.224
E01013457,2003,16.871
E01013457,2004,18.041
E01013457,2005,19.455
E01013457,2006,20.174
E01013457,2007,22.266
E01013457,2008,24.115
E01013457,2009,24.579
E01013457,2010,24.523
E01013457,2011,24.463
E01013457,2012,25.726
E01013457,2013,24.961
E01013457,2014,27.592
E01013457,2015,16.355
E01013457,2016,17.912
E01013457,2017,20.29
E01013457,2018,19.61
E01013457,2019,16.742
E01013457,2020,10.766
E01013458,1998,4.933
E01013458,1999,5.136
E01013458,2000,5.179
E01013458,2001,5.208
E01013458,2002,5.331
E01013458,2003,5.449
E01013458,2004,6.035
E01013458,2005,6.215
E01013458,2006,6.482
E01013458,2007,6.506
E01013458,2008,6.95
E01013458,2009,6.611
E01013458,2010,6.239
E01013458,2011,6.534
E01013458,2012,6.925
E01013458,2013,7.269
E01013458,2014,6.845
E01013458,2015,9.078
E01013458,2016,8.613
E01013458,2017,9.341
E01013458,2018,9.838
E01013458,2019,8.842
E01013458,2020,10.87
E01013459,1998,3.067
E01013459,1999,3.145
E01013459,2000,3.193
E01013459,2001,3.411
E01013459,2002,3.441
E01013459,2003,3.453
E01013459,2004,3.848
E01013459,2005,4.038
E01013459,2006,4.271
E01013459,2007,4.31
E01013459,2008,4.554
E01013459,2009,4.198
E01013459,2010,3.85
E01013459,2011,3.895
E01013459,2012,4.219
E01013459,2013,4.401
E01013459,2014,3.994
E01013459,2015,3.716
E01013459,2016,3.892
E01013459,2017,3.982
E01013459,2018,3.378
E01013459,2019,3.232
E01013459,2020,3.439
E01013460,1998,6.498
E01013460,1999,6.416
E01013460,2000,6.648
E01013460,2001,7.385
E01013460,2002,7.918
E01013460,2003,8.321
E01013460,2004,8.551
E01013460,2005,9.717
E01013460,2006,10.343
E01013460,2007,10.334
E01013460,2008,10.539
E01013460,2009,10.38
E01013460,2010,10.863
E01013460,2011,11.543
E01013460,2012,13.606
E01013460,2013,13.54
E01013460,2014,7.802
E01013460,2015,7.981
E01013460,2016,8.999
E01013460,2017,8.667
E01013460,2018,9.917
E01013460,2019,14.053
E01013460,2020,15.717
E01013461,1998,6.948
E01013461,1999,7.367
E01013461,2000,7.237
E01013461,2001,7.972
E01013461,2002,8.169
E01013461,2003,8.39
E01013461,2004,9.257
E01013461,2005,10.187
E01013461,2006,11.186
E01013461,2007,10.783
E01013461,2008,11.056
E01013461,2009,10.821
E01013461,2010,10.565
E01013461,2011,12.151
E01013461,2012,13.268
E01013461,2013,12.16
E01013461,2014,14.858
E01013461,2015,12.014
E01013461,2016,13.142
E01013461,2017,13.123
E01013461,2018,12.141
E01013461,2019,11.815
E01013461,2020,17.288
E01013462,1998,4.404
E01013462,1999,4.499
E01013462,2000,4.667
E01013462,2001,5.04
E01013462,2002,5.172
E01013462,2003,5.295
E01013462,2004,5.725
E01013462,2005,6.045
E01013462,2006,6.367
E01013462,2007,6.557
E01013462,2008,6.908
E01013462,2009,6.585
E01013462,2010,6.439
E01013462,2011,6.502
E01013462,2012,6.761
E01013462,2013,8.819
E01013462,2014,9.15
E01013462,2015,8.134
E01013462,2016,8.618
E01013462,2017,8.523
E01013462,2018,8.481
E01013462,2019,8.817
E01013462,2020,9.391
E01013463,1998,5.612
E01013463,1999,5.788
E01013463,2000,5.792
E01013463,2001,6.065
E01013463,2002,6.058
E01013463,2003,6.065
E01013463,2004,6.697
E01013463,2005,7
E01013463,2006,7.475
E01013463,2007,7.442
E01013463,2008,7.76
E01013463,2009,7.038
E01013463,2010,6.527
E01013463,2011,6.836
E01013463,2012,7.334
E01013463,2013,7.905
E01013463,2014,8.239
E01013463,2015,8.443
E01013463,2016,8.841
E01013463,2017,8.03
E01013463,2018,8.18
E01013463,2019,9.453
E01013463,2020,7.444
E01013464,1998,4.332
E01013464,1999,4.481
E01013464,2000,4.503
E01013464,2001,4.713
E01013464,2002,4.704
E01013464,2003,4.788
E01013464,2004,5.285
E01013464,2005,5.475
