areacd,category,value
E01008162,1998,8.81
E01008162,1999,9.282
E01008162,2000,9.615
E01008162,2001,10.551
E01008162,2002,10.713
E01008162,2003,11.98
E01008162,2004,12.99
E01008162,2005,12.91
E01008162,2006,12.658
E01008162,2007,13.408
E01008162,2008,13.651
E01008162,2009,13.054
E01008162,2010,13.725
E01008162,2011,14.385
E01008162,2012,11.277
E01008162,2013,12.747
E01008162,2014,14.435
E01008162,2015,7.873
E01008162,2016,6.468
E01008162,2017,5.848
E01008162,2018,4.725
E01008162,2019,6.188
E01008162,2020,5.775
E01008163,1998,10.273
E01008163,1999,10.249
E01008163,2000,10.983
E01008163,2001,12.498
E01008163,2002,13.64
E01008163,2003,14.813
E01008163,2004,15.626
E01008163,2005,16.422
E01008163,2006,17.028
E01008163,2007,17.8
E01008163,2008,18.657
E01008163,2009,17.769
E01008163,2010,18.692
E01008163,2011,19.835
E01008163,2012,18.222
E01008163,2013,20.71
E01008163,2014,15.959
E01008163,2015,14.839
E01008163,2016,13.643
E01008163,2017,9.809
E01008163,2018,11.659
E01008163,2019,14.207
E01008163,2020,16.693
E01008164,1998,2.279
E01008164,1999,2.255
E01008164,2000,2.32
E01008164,2001,2.484
E01008164,2002,2.636
E01008164,2003,2.764
E01008164,2004,2.941
E01008164,2005,3.152
E01008164,2006,3.095
E01008164,2007,2.997
E01008164,2008,3.111
E01008164,2009,2.84
E01008164,2010,2.681
E01008164,2011,2.86
E01008164,2012,2.956
E01008164,2013,3.935
E01008164,2014,4.134
E01008164,2015,3.385
E01008164,2016,3.267
E01008164,2017,3.259
E01008164,2018,2.434
E01008164,2019,2.734
E01008164,2020,2.418
E01008165,1998,2.182
E01008165,1999,2.179
E01008165,2000,2.362
E01008165,2001,2.643
E01008165,2002,2.748
E01008165,2003,3.074
E01008165,2004,3.369
E01008165,2005,3.442
E01008165,2006,3.692
E01008165,2007,3.714
E01008165,2008,4.135
E01008165,2009,4.049
E01008165,2010,4.378
E01008165,2011,4.331
E01008165,2012,4.346
E01008165,2013,8.71
E01008165,2014,6.53
E01008165,2015,3.289
E01008165,2016,6.926
E01008165,2017,6.706
E01008165,2018,7.199
E01008165,2019,6.982
E01008165,2020,4.757
E01008166,1998,149.992
E01008166,1999,145.355
E01008166,2000,147.654
E01008166,2001,156.406
E01008166,2002,170.32
E01008166,2003,177.577
E01008166,2004,198.713
E01008166,2005,215.521
E01008166,2006,219.665
E01008166,2007,229.648
E01008166,2008,227.156
E01008166,2009,220.849
E01008166,2010,232.489
E01008166,2011,245.339
E01008166,2012,238.371
E01008166,2013,241.328
E01008166,2014,270.008
E01008166,2015,249.945
E01008166,2016,249.27
E01008166,2017,236.454
E01008166,2018,265.977
E01008166,2019,300.305
E01008166,2020,291.828
E01008167,1998,4.946
E01008167,1999,5.001
E01008167,2000,5.396
E01008167,2001,6.084
E01008167,2002,6.463
E01008167,2003,7.027
E01008167,2004,7.47
E01008167,2005,7.38
E01008167,2006,8.12
E01008167,2007,8.534
E01008167,2008,9.446
E01008167,2009,8.708
E01008167,2010,9.817
E01008167,2011,9.248
E01008167,2012,9.006
E01008167,2013,8.676
E01008167,2014,8.891
E01008167,2015,10.631
E01008167,2016,7.581
E01008167,2017,7.003
E01008167,2018,6.529
E01008167,2019,8.987
E01008167,2020,8.715
E01008168,1998,107.532
E01008168,1999,111.258
E01008168,2000,111.609
E01008168,2001,115.6
E01008168,2002,128.095
E01008168,2003,137.722
E01008168,2004,159.167
E01008168,2005,158.985
E01008168,2006,184.174
E01008168,2007,183.452
E01008168,2008,186.949
E01008168,2009,196.588
E01008168,2010,204.557
E01008168,2011,213.272
E01008168,2012,201.804
E01008168,2013,155.063
E01008168,2014,149.459
E01008168,2015,183.708
E01008168,2016,198.279
E01008168,2017,213.048
E01008168,2018,172.61
E01008168,2019,220.038
E01008168,2020,167.118
E01008169,1998,12.538
E01008169,1999,12.544
E01008169,2000,13.127
E01008169,2001,14.189
E01008169,2002,14.603
E01008169,2003,15.799
E01008169,2004,17.175
E01008169,2005,18.382
E01008169,2006,19.028
E01008169,2007,18.972
E01008169,2008,20.155
E01008169,2009,19.667
E01008169,2010,19.604
E01008169,2011,21.48
E01008169,2012,21.885
E01008169,2013,20.96
E01008169,2014,17.892
E01008169,2015,16.413
E01008169,2016,15.48
E01008169,2017,15.44
E01008169,2018,18.508
E01008169,2019,15.884
E01008169,2020,18.791
E01008170,1998,5.323
E01008170,1999,5.366
E01008170,2000,5.544
E01008170,2001,5.983
E01008170,2002,6.425
E01008170,2003,6.741
E01008170,2004,7.465
E01008170,2005,8.07
E01008170,2006,8.265
E01008170,2007,8.23
E01008170,2008,8.748
E01008170,2009,8.635
E01008170,2010,8.675
E01008170,2011,8.918
E01008170,2012,8.829
E01008170,2013,10.881
E01008170,2014,9.335
E01008170,2015,8.676
E01008170,2016,8.879
E01008170,2017,8.829
E01008170,2018,8.882
E01008170,2019,9.506
E01008170,2020,8.356
E01008171,1998,6.597
E01008171,1999,6.795
E01008171,2000,7.153
E01008171,2001,8.385
E01008171,2002,9.442
E01008171,2003,10.982
E01008171,2004,11.538
E01008171,2005,11.162
E01008171,2006,11.84
E01008171,2007,12.368
E01008171,2008,14.043
E01008171,2009,13.901
E01008171,2010,14.487
E01008171,2011,15.65
E01008171,2012,16.351
E01008171,2013,6.239
E01008171,2014,6.693
E01008171,2015,6.683
E01008171,2016,9.478
E01008171,2017,7.737
E01008171,2018,7.977
E01008171,2019,8.78
E01008171,2020,9.246
E01008172,1998,7.58
E01008172,1999,7.168
E01008172,2000,7.521
E01008172,2001,8.177
E01008172,2002,8.127
E01008172,2003,8.53
E01008172,2004,9.55
E01008172,2005,10.423
E01008172,2006,10.325
E01008172,2007,10.091
E01008172,2008,10.878
E01008172,2009,10.111
E01008172,2010,10.329
E01008172,2011,11.238
E01008172,2012,11.062
E01008172,2013,11.91
E01008172,2014,11.056
E01008172,2015,9.768
E01008172,2016,11.289
E01008172,2017,10.756
E01008172,2018,10.376
E01008172,2019,9.859
E01008172,2020,8.788
E01008173,1998,20.664
E01008173,1999,20.802
E01008173,2000,23.543
E01008173,2001,25.243
E01008173,2002,25.818
E01008173,2003,27.545
E01008173,2004,28.628
E01008173,2005,31.31
E01008173,2006,29.637
E01008173,2007,31.708
E01008173,2008,30.438
E01008173,2009,28.72
E01008173,2010,31.081
E01008173,2011,34.031
E01008173,2012,28.255
E01008173,2013,30.964
E01008173,2014,33.109
E01008173,2015,18.551
E01008173,2016,19.101
E01008173,2017,17.211
E01008173,2018,17.606
E01008173,2019,25.007
E01008173,2020,24.606
E01008174,1998,60.496
E01008174,1999,55.945
E01008174,2000,59.725
E01008174,2001,57.789
E01008174,2002,68.288
E01008174,2003,69.033
E01008174,2004,68.926
E01008174,2005,75.115
E01008174,2006,80.138
E01008174,2007,80.178
E01008174,2008,76.805
E01008174,2009,60.974
E01008174,2010,80.662
E01008174,2011,92.261
E01008174,2012,104.082
E01008174,2013,111.59
E01008174,2014,100.949
E01008174,2015,106.115
E01008174,2016,99.775
E01008174,2017,103.402
E01008174,2018,127.805
E01008174,2019,112.43
E01008174,2020,83.243
E01008175,1998,56.14
E01008175,1999,62.998
E01008175,2000,61.699
E01008175,2001,61.519
E01008175,2002,67.939
E01008175,2003,71.617
E01008175,2004,76.272
E01008175,2005,84.618
E01008175,2006,92.366
E01008175,2007,90.178
E01008175,2008,85.88
E01008175,2009,72.554
E01008175,2010,74.954
E01008175,2011,83.46
E01008175,2012,78.516
E01008175,2013,47.875
E01008175,2014,34.56
E01008175,2015,28.408
E01008175,2016,32.778
E01008175,2017,34.654
E01008175,2018,44.059
E01008175,2019,43.1
E01008175,2020,38.584
E01008176,1998,38.223
E01008176,1999,41.29
E01008176,2000,40.836
E01008176,2001,40.503
E01008176,2002,41.989
E01008176,2003,43.656
E01008176,2004,45.254
E01008176,2005,48.502
E01008176,2006,52.285
E01008176,2007,53.012
E01008176,2008,52.513
E01008176,2009,47.412
E01008176,2010,50.055
E01008176,2011,50.675
E01008176,2012,49.034
E01008176,2013,50.472
E01008176,2014,62.668
E01008176,2015,74.598
E01008176,2016,88.642
E01008176,2017,84.077
E01008176,2018,57.587
E01008176,2019,54.759
E01008176,2020,57.203
E01008177,1998,20.908
E01008177,1999,20.916
E01008177,2000,21.218
E01008177,2001,22.75
E01008177,2002,24.067
E01008177,2003,25.275
E01008177,2004,28.032
E01008177,2005,28.908
E01008177,2006,30.623
E01008177,2007,31.94
E01008177,2008,34.021
E01008177,2009,33.369
E01008177,2010,35.138
E01008177,2011,36.53
E01008177,2012,36.207
E01008177,2013,30.299
E01008177,2014,25.839
E01008177,2015,26.991
E01008177,2016,31.149
E01008177,2017,32.927
E01008177,2018,43.921
E01008177,2019,53.503
E01008177,2020,47.142
E01008178,1998,4.17
E01008178,1999,4.023
E01008178,2000,4.321
E01008178,2001,4.726
E01008178,2002,4.831
E01008178,2003,5.198
E01008178,2004,5.534
E01008178,2005,5.929
E01008178,2006,5.941
E01008178,2007,5.809
E01008178,2008,6.237
E01008178,2009,6.229
E01008178,2010,5.978
E01008178,2011,6.529
E01008178,2012,7.024
E01008178,2013,7.355
E01008178,2014,6.01
E01008178,2015,2.894
E01008178,2016,3.16
E01008178,2017,3.042
E01008178,2018,3.208
E01008178,2019,3.108
