areacd,category,value
E01014370,1998,222.584
E01014370,1999,233.409
E01014370,2000,253.021
E01014370,2001,268.17
E01014370,2002,283.949
E01014370,2003,300.585
E01014370,2004,321.86
E01014370,2005,325.38
E01014370,2006,340.082
E01014370,2007,356.539
E01014370,2008,368.125
E01014370,2009,395.638
E01014370,2010,418.263
E01014370,2011,410.353
E01014370,2012,448.147
E01014370,2013,504.741
E01014370,2014,482.514
E01014370,2015,556.998
E01014370,2016,519.982
E01014370,2017,450.716
E01014370,2018,400.239
E01014370,2019,408.078
E01014370,2020,373.337
E01014371,1998,85.333
E01014371,1999,90.841
E01014371,2000,98.131
E01014371,2001,105.533
E01014371,2002,110.303
E01014371,2003,119.019
E01014371,2004,125.084
E01014371,2005,127.956
E01014371,2006,132.27
E01014371,2007,140.402
E01014371,2008,144.697
E01014371,2009,144.551
E01014371,2010,154.684
E01014371,2011,157.085
E01014371,2012,158.343
E01014371,2013,168.712
E01014371,2014,224.72
E01014371,2015,210.576
E01014371,2016,174.964
E01014371,2017,159.861
E01014371,2018,161.896
E01014371,2019,224.038
E01014371,2020,196.001
E01014372,1998,54.362
E01014372,1999,56.861
E01014372,2000,62.258
E01014372,2001,65.217
E01014372,2002,67.927
E01014372,2003,71.96
E01014372,2004,75.064
E01014372,2005,77.738
E01014372,2006,81.07
E01014372,2007,86.58
E01014372,2008,89.873
E01014372,2009,88.802
E01014372,2010,93.567
E01014372,2011,95.971
E01014372,2012,103.735
E01014372,2013,131.354
E01014372,2014,114.008
E01014372,2015,123.872
E01014372,2016,145.951
E01014372,2017,148.772
E01014372,2018,193.594
E01014372,2019,175.682
E01014372,2020,117.256
E01014373,1998,7.838
E01014373,1999,8.191
E01014373,2000,8.964
E01014373,2001,9.502
E01014373,2002,10.479
E01014373,2003,11.012
E01014373,2004,11.277
E01014373,2005,11.768
E01014373,2006,12.429
E01014373,2007,12.923
E01014373,2008,13.434
E01014373,2009,12.959
E01014373,2010,13.665
E01014373,2011,14.069
E01014373,2012,14.808
E01014373,2013,16.44
E01014373,2014,18.999
E01014373,2015,12.904
E01014373,2016,14.789
E01014373,2017,15.773
E01014373,2018,17.439
E01014373,2019,18.298
E01014373,2020,14.96
E01014374,1998,6.396
E01014374,1999,6.756
E01014374,2000,7.294
E01014374,2001,7.586
E01014374,2002,7.605
E01014374,2003,7.725
E01014374,2004,7.724
E01014374,2005,8.038
E01014374,2006,8.277
E01014374,2007,8.7
E01014374,2008,9.34
E01014374,2009,8.676
